original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.0,0.0,0.0,0.0,0.2876703184525684,0.213943498131248
0,0.7489013621805782,0.7545913833921822,0.7545913833921822,0.7545913833921822,1.0422617018447506,0.9685348815234303
1,0.8056820285109363,0.9877397742700288,0.7000694558174604,0.7737962761387808,0.9877397742700288,0.9877397742700288
0,0.6800606099133291,0.2025507032074797,0.2025507032074797,0.2025507032074797,0.4902210216600481,0.4164942013387277
0,0.8543713242597722,0.4923660118677633,0.4923660118677633,0.4923660118677633,0.7800363303203316,0.7063095099990112
1,0.5897910040645958,1.0,0.7123296815474316,0.786056501868752,1.0,1.0
1,0.696369351678914,0.9967810980668668,0.7091107796142984,0.7828375999356189,0.9967810980668668,0.9967810980668668
1,1.0,0.5031266612105535,0.2154563427579851,0.28918316307930547,0.5031266612105535,0.5031266612105535
1,0.6120197427214975,0.29363420116070466,0.005963882708136248,0.07969070302945663,0.29363420116070466,0.29363420116070466
1,0.7834530991235898,0.11900232370839735,-0.16866799474417093,-0.09494117442285055,0.11900232370839736,0.11900232370839736
