original_a,original_x,original_y,cf_y_nonres_a1,cf_y_xres_a1,cf_y_nonres_a0,cf_y_xres_a0
1,0.8168077689499939,0.6408373517357664,0.6408373517357664,0.6408373517357664,0.3314335821803539,0.4042947415413273
1,0.4083082516713328,0.7508487816132265,0.7508487816132265,0.7508487816132265,0.44144501205781417,0.5143061714187875
0,0.3544041957560907,0.121933067379689,0.4313368369351014,0.358475677574128,0.12193306737968901,0.12193306737968901
0,1.0,0.4649031754949718,0.7743069450503843,0.7014457856894107,0.4649031754949718,0.4649031754949718
1,0.7444964819628116,0.8475600459848421,0.8475600459848421,0.8475600459848421,0.5381562764294298,0.611017435790403
1,0.4610444870090414,0.3416473721556129,0.3416473721556129,0.3416473721556129,0.03224360260020054,0.10510476196117391
1,0.2925378635414314,0.0,0.0,0.0,-0.30940376955541243,-0.23654261019443906
0,0.0,0.3149905754868087,0.6243943450422211,0.5515331856812478,0.3149905754868087,0.3149905754868087
1,0.6726122045377546,1.0,1.0,1.0,0.6905962304445877,0.763457389805561
1,0.796618667261282,0.689195411575204,0.689195411575204,0.689195411575204,0.37979164201979165,0.452652801380765
