a,x,y
1,0.415139237879473,0.21923350471400097
1,0.8713976852381199,0.9282450993776752
0,0.3284910906738617,0.0
1,0.6830268064203201,0.46790936229700697
1,0.6094801498436724,0.5954611139432431
1,0.5572410856676427,0.7439562479499184
0,0.9270959929887426,0.6878569191589416
0,0.2279246191992385,0.2774498391614985
0,0.30649967161577363,0.16847456138317032
1,0.6981244804967034,0.7642887335643336
0,0.4396701589925821,0.07401526140438804
0,0.14217140178655066,0.43121478709985955
0,0.409619293015533,0.6655738237525123
1,0.7248130945083792,0.4500736276375659
1,0.8002344058740524,0.5882942788136741
1,0.6364871628255002,0.39477605120059345
0,0.3393799004425607,0.43083442283937484
1,0.23330396368436937,0.2774518506368016
1,0.7017788682990035,0.674016604846599
1,0.648519238259008,0.3025124655195792
1,0.7342579010749101,0.6620038560228425
0,0.2941641878309923,0.3137638536547373
0,0.003332345613511478,0.704306825362289
0,0.4778928887378792,0.676748102693175
0,0.6490051569763613,0.5797296252204807
0,0.6938884700368263,0.39244109174782676
0,0.4693287538210233,0.6753680159699074
1,0.533224704443659,0.6963347027468478
0,0.41920609646699586,0.4348672924097285
1,0.8088279442849332,0.6597634974768072
0,0.31162190339516516,0.3421519471246697
0,0.7183346492065529,0.12524655138268181
1,1.0,1.0
1,0.5706198829591832,0.757140469392453
0,0.1109259939454643,0.42427761615494813
1,0.7068895553148276,0.687954356192699
1,0.6176208578613402,0.46448467910257946
0,0.6304785996925915,0.5667008853739671
0,0.3853723787972489,0.19003251066214735
0,0.5884191288442698,0.5788414192837942
1,0.46598461004879305,0.37831277946306646
1,0.5626907253826663,0.7396391781398547
1,0.6823182490157492,0.6255026620450154
1,0.8177035295383022,0.58812220012707
0,0.2398718942516576,0.7465934056213337
1,0.6842340146647312,0.657768466993413
1,0.5920230778726737,0.34439142365635067
0,0.21547670968541108,0.33472386373854096
0,0.0,0.2793695081313489
1,0.29136302775928014,0.23510537061629166
