original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.0,0.0,0.0,0.0,0.5758755290765729,0.33333333333333304
0,0.384503797712739,0.256335865141826,0.256335865141826,0.256335865141826,0.8322113942183988,0.589669198475159
1,0.3663611784522563,0.5775741189681708,0.0016985898915979811,0.24424078563483778,0.5775741189681708,0.5775741189681708
0,0.001380802070387688,0.0009205347135917918,0.0009205347135918064,0.0009205347135917918,0.5767960637901647,0.3342538680469248
1,1.0,1.0,0.4241244709234272,0.666666666666667,1.0,1.0
1,0.6915509956650131,0.7943673304433421,0.2184918013667692,0.46103399711000903,0.7943673304433421,0.7943673304433421
0,0.4496242637872868,0.2997495091915245,0.2997495091915245,0.2997495091915245,0.8756250382680972,0.6330828425248576
0,0.2988703627189897,0.19924690847932644,0.19924690847932644,0.19924690847932644,0.7751224375558993,0.5325802418126594
0,0.7047769941985241,0.4698513294656828,0.4698513294656828,0.4698513294656828,1.0457268585422557,0.8031846627990158
0,0.4159457971483448,0.2772971980988965,0.2772971980988965,0.2772971980988965,0.8531727271754692,0.6106305314322296
