a,x,y
1,0.7270216436145399,0.6982513900473807
0,0.24585433164257703,0.03524929272694102
1,0.910029683790736,0.3713788383398417
0,0.7816098306515931,0.36010807360645475
1,0.6313510754344615,0.6748569519452833
0,0.18575015309593682,0.8281182396324626
1,0.7233216570461276,0.5832739035876175
1,0.664896938485714,0.7004568204759819
1,0.766172610663898,0.648554115195513
1,0.9392381359465063,0.7264028194381934
1,0.6204323531419438,0.5721807286613768
1,0.9091997340211393,0.4606132774314792
0,0.8092863538352149,0.46423146905491874
0,0.9260772489592753,0.5382541331283117
1,0.48308502061888986,0.6229415983233848
0,0.624930659701055,0.17329521750917135
1,0.663513189508753,0.6379916896447887
0,0.3784455227043272,0.7056029980931215
0,0.6848864520271396,0.4908949492449182
0,0.5053091552503839,0.6512834662348636
0,0.08284753472885645,0.48001201266909244
1,0.54638152720804,0.7928306062616491
1,1.0,0.8488916075797586
1,0.537396120246952,0.2989746876782919
1,0.6124928856054164,0.6806008892577207
1,0.4113582835689182,0.48027423793713403
0,0.24783976416702083,0.0
1,0.7508002430433687,0.7376859269561677
1,0.6972213997102306,0.409381964564358
1,0.7083751693482441,0.846447888329267
0,0.4104021092356542,0.8427830714850654
0,0.5460546454498816,0.6354118318738539
1,0.5166204678123459,0.6435177127600968
1,0.9281891410230221,0.4072046508657003
1,0.5639463838015591,0.5637445114687333
1,0.6249554934452647,0.5222032280773397
0,0.40682350814665585,0.6851552640205734
1,0.9556509020348869,0.9062717886006925
1,0.7877993870551677,0.7206237629280103
0,0.43463080977157537,0.45157255748462427
1,0.5694494875803253,0.994010924007593
1,0.5109717224867002,0.25367394915630004
1,0.517743201781055,0.6422375143092101
0,0.0,0.3835417953464112
1,0.9257596286076188,1.0
1,0.7481198916667646,0.9211756677992076
0,0.046680946131506335,0.48010831500142576
1,0.6444811791481588,0.9713929453070111
0,0.5357614134989864,0.22708186682298895
1,0.7397144494782414,0.8630632367674539
