"","wm","bm","am","wf","bf","af"
"1",0.663576288463171,0.312245242018564,0.48328674391428,0.381727112933667,0.277473989579153,0.507731286559796
"2",0.557886582826221,0.197361803199405,0.308127737589027,0.329901729119426,0.151284183385627,0.447319402257072
"3",0.550457558084909,0.348046209796359,0.407435574518827,0.467441900347739,0.232908182618604,0.529955288018493
"4",0.628091534950064,0.32309569947571,0.390444063406552,0.477996740351461,0.157393126140953,0.513534951459052
"5",0.561302199683453,0.302089268379323,0.392639400914108,0.399860755923431,0.198515545211,0.43810645141928
"6",0.623862785488562,0.33279379215033,0.478451370007428,0.486297019112108,0.235769439878123,0.576724325663769
"7",0.721583165318266,0.442000702148613,0.516840429870282,0.532854336191639,0.366219491112326,0.576866163700537
"8",0.657271547003175,0.369332550481257,0.375830573883882,0.437388148097661,0.275648108408157,0.576819788297929
"9",0.632720082107794,0.282529250256979,0.371514186452166,0.432415214260862,0.144978250772722,0.562256367517509
"10",0.656499435521031,0.294052947054333,0.317529990450128,0.401416854830498,0.211483628035493,0.550003682341432
"11",0.620439318243695,0.266956680819728,0.374421746578449,0.394414809750052,0.219638264919696,0.460954199847765
"12",0.606927686557101,0.338125923342955,0.404607230493677,0.435737250527302,0.228992524079293,0.538570588254032
"13",0.538932027992128,0.292411810551703,0.430635319598192,0.429869808095297,0.175706413793434,0.511534245350477
"14",0.633052277050764,0.321914151470677,0.43714232027694,0.429866244461587,0.154957245554158,0.486058683459663
"15",0.575162422311195,0.239883193945232,0.393816581775461,0.378555398101087,0.178948210142268,0.448164080415251
"16",0.609730764736609,0.325216841341612,0.417669933452047,0.454906123159819,0.271390024866315,0.464516824206605
"17",0.416702267868055,0.175874019035387,0.320111738243971,0.315781729071552,0.0718175188823904,0.340183625567214
"18",0.508575551858313,0.266183660389757,0.368578095172941,0.323674130434356,0.227718680483562,0.471894428867808
"19",0.500995377121365,0.265488554021869,0.372663851148426,0.341357836099597,0.214864458668742,0.451233192456107
