original_a,original_x,original_y,cf_y_nonres_a1,cf_y_xres_a1,cf_y_nonres_a0,cf_y_xres_a0
1,0.6645849030984953,0.7763899353989968,0.7763899353989968,0.7763899353989968,0.28555829492251994,0.44305660206566383
1,0.7336371018914785,0.8224247345943189,0.8224247345943189,0.8224247345943189,0.33159309411784194,0.4890914012609858
1,1.0,1.0,1.0,1.0,0.5091683595235231,0.666666666666667
0,0.7765158650123373,0.5176772433415581,1.0085088838180352,0.8510105766748911,0.5176772433415581,0.5176772433415581
0,0.0,0.0,0.4908316404764769,0.33333333333333304,0.0,0.0
1,0.7381562364165694,0.8254374909443795,0.8254374909443795,0.8254374909443795,0.33460585046790253,0.4921041576110464
1,0.7721806050593666,0.8481204033729108,0.8481204033729108,0.8481204033729108,0.357288762896434,0.5147870700395778
1,0.5588151938041169,0.7058767958694112,0.7058767958694112,0.7058767958694112,0.2150451553929343,0.37254346253607823
1,0.1950675314435273,0.4633783542956848,0.4633783542956848,0.4633783542956848,-0.02745328618079211,0.13004502096235177
1,0.333601574053526,0.5557343827023506,0.5557343827023506,0.5557343827023506,0.06490274222587371,0.22240104936901758
