original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.061849079996050924,0.0,0.0,0.0,0.5250787445062062,0.364519574719438
1,0.5141213432338801,1.0,0.4749212554937939,0.635480425280562,1.0,1.0
1,0.5956293265913113,0.9405754519572872,0.41549670745108097,0.5760558772378492,0.9405754519572872,0.9405754519572872
0,0.7765285503069544,0.8344951841071784,0.8344951841071784,0.8344951841071784,1.3595739286133846,1.1990147588266165
0,1.0,0.7466199219844817,0.7466199219844817,0.7466199219844817,1.2716986664906877,1.1111394967039194
1,0.6165586941848024,0.9164797772736124,0.3914010327674062,0.5519602025541744,0.9164797772736124,0.9164797772736124
1,0.809759195608216,0.9277429611262016,0.4026642166199954,0.5632233864067635,0.9277429611262016,0.9277429611262016
0,0.2469417643732323,0.34993955015942835,0.34993955015942835,0.34993955015942835,0.8750182946656345,0.7144591248788663
0,0.0,0.07949598905113628,0.07949598905113628,0.07949598905113628,0.6045747335573425,0.4440155637705742
0,0.4370597340780639,0.5161741731961934,0.5161741731961934,0.5161741731961934,1.0412529177023997,0.8806937479156314
