original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.9714556389416036,0.6893476706614251,0.6893476706614251,0.6893476706614251,1.1029642881483972,0.8361961144551441
1,0.5086226675884029,0.4575456986467645,0.04392908115979233,0.3106972548530455,0.4575456986467645,0.4575456986467645
0,0.02504815784575432,0.0,-3.469446951953614e-18,0.0,0.4136166174869722,0.14684844379371903
1,0.9108201903072412,0.5823316838714293,0.16871506638445716,0.43548324007771033,0.5823316838714293,0.5823316838714293
1,1.0,1.0,0.5863833825130278,0.853151556206281,1.0,1.0
0,0.0,0.07500218048898018,0.07500218048898018,0.07500218048898018,0.4886187979759524,0.2218506242826992
1,0.8732960798053341,0.6546674507123817,0.2410508332254096,0.5078190069186628,0.6546674507123817,0.6546674507123817
1,0.7152086633894286,0.6615361036358914,0.24791948614891926,0.5146876598421725,0.6615361036358914,0.6615361036358914
1,0.9505194177091402,0.7617981305410758,0.3481815130541037,0.6149496867473568,0.7617981305410758,0.7617981305410758
0,0.6674636558430241,0.3264363905067334,0.3264363905067334,0.3264363905067334,0.7400530079937054,0.47328483430045243
