original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.6340999392802672,0.36642387743933386,0.36642387743933386,0.36642387743933386,0.873082874440188,0.6602027088969038
0,0.5739339811669589,0.4607778788817137,0.4607778788817137,0.4607778788817137,0.9674368758825678,0.7545567103392836
0,0.0,0.0,0.0,0.0,0.506658997000854,0.29377883145757
0,0.5519360336211879,0.3449913142024286,0.3449913142024286,0.3449913142024286,0.8516503112032825,0.6387701456599986
1,0.9338990027514452,0.8269734534648616,0.3203144564640076,0.5331946220072916,0.8269734534648616,0.8269734534648616
0,0.6839313288720235,0.43150037318632506,0.43150037318632506,0.43150037318632506,0.9381593701871792,0.7252792046438951
0,0.7972691385773742,0.4662895543167276,0.4662895543167276,0.4662895543167276,0.9729485513175818,0.7600683857742976
1,0.76810947846842,0.8473655149513085,0.3407065179504545,0.5535866834937385,0.8473655149513085,0.8473655149513085
1,1.0,1.0,0.49334100299914596,0.70622116854243,1.0,1.0
1,0.8508802887051659,0.7322856849382661,0.22562668793741203,0.43850685348069607,0.7322856849382661,0.7322856849382661
