original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.3227584188860045,0.2805567317662586,0.2805567317662586,0.2805567317662586,0.7536401943253673,0.5997331481952916
1,0.5819378562054027,0.6648180240609676,0.19173456150185875,0.3456416076319346,0.6648180240609676,0.6648180240609676
0,0.0,0.0,0.0,0.0,0.4730834625591088,0.319176416429033
1,0.6217117627480946,0.7849836579693917,0.3119001954102829,0.46580724154035874,0.7849836579693917,0.7849836579693917
0,0.6386188152529485,0.445032755239428,0.445032755239428,0.445032755239428,0.9181162177985369,0.7642091716684609
0,0.4225080933087563,0.2297186350409983,0.2297186350409983,0.2297186350409983,0.7028020976001071,0.5488950514700313
1,0.7168260755869927,0.8903252959678556,0.4172418334087469,0.5711488795388227,0.8903252959678556,0.8903252959678556
1,0.6809807273440176,0.7071697257904636,0.23408626323135484,0.3879933093614306,0.7071697257904636,0.7071697257904636
0,1.0,0.7265712689464452,0.7265712689464452,0.7265712689464452,1.1996547315055541,1.0457476853754781
1,0.8064349032326485,1.0,0.5269165374408911,0.680823583570967,1.0,1.0
