original_a,original_x,original_y,cf_y_nonres_a1,cf_y_xres_a1,cf_y_nonres_a0,cf_y_xres_a0
1,0.4893814436201524,0.5642333546860592,0.5642333546860592,0.5642333546860592,0.05955460162798934,0.23891336815434017
1,0.735817617196067,0.8325101501105611,0.8325101501105611,0.8325101501105611,0.3278313970524913,0.5071901635788421
0,0.0,0.0,0.5046787530580698,0.325319986531719,0.0,0.0
1,1.0,1.0,1.0,1.0,0.49532124694193025,0.674680013468281
1,0.8944345868338572,0.9484145533124736,0.9484145533124736,0.9484145533124736,0.44373580025440384,0.6230945667807546
1,0.8135876489774095,0.7909303790619066,0.7909303790619066,0.7909303790619066,0.28625162600383686,0.46561039253018754
1,0.7423485492111676,0.5857584652751364,0.5857584652751364,0.5857584652751364,0.08107971221706661,0.2604384787434174
1,0.5645203619363002,0.8030928051290428,0.8030928051290428,0.8030928051290428,0.29841405207097316,0.4777728185973239
0,0.9279005417567324,0.5707116991465954,1.0753904522046653,0.8960316856783144,0.5707116991465954,0.5707116991465954
1,0.7152833383769793,0.7953371134757653,0.7953371134757653,0.7953371134757653,0.29065836041769566,0.4700171269440464
