a,x,y
1,0.26525766100519804,0.129614580206354
1,0.22928096670832002,0.0
1,0.46195427188241117,0.2701766934704133
0,0.6584440045735822,0.5712960288925788
0,0.05411066046885674,0.09556847274276166
1,0.31425869381791877,0.22231782071501258
0,0.5510495238227914,0.3213431356070961
1,0.5533712951668169,0.39504451890947534
1,1.0,1.0
1,0.44311904335855135,0.26478545965847894
1,0.45651477905029575,0.375808577939727
0,0.413446712840792,0.6661914657950938
0,0.08197827572626058,0.06703795995056405
1,0.44679919496983017,0.3291068865172484
1,0.6628068959867487,0.5393716712299335
1,0.6848905098865183,0.5586923481989113
1,0.7925744261322915,0.739582449113735
1,0.3669541776653659,0.15439250684881736
1,0.7673478591324596,0.63410882298194
1,0.28868442474205314,0.2381142957531471
1,0.6744120252785052,0.6632504227941305
0,0.621363540686699,0.2371962384799659
1,0.4907316241649241,0.4448407775363322
1,0.5667337526413088,0.5914219610000323
0,0.10362050311772535,0.025534135889076492
1,0.3721386704882396,0.240737671249427
0,0.35845526180377996,0.2113984942264562
1,0.46528020260154646,0.31405792029683166
1,0.3051310414080329,0.04041755387423764
1,0.6751962517218587,0.5476412133216437
1,0.3573781016013148,0.25848765236279064
0,0.13761855436838885,0.30717867206430466
1,0.5071945239161475,0.26005634912368325
1,0.3392491869781684,0.041200997223529504
0,0.47473384956790404,0.5009288662093714
1,0.39817461206983895,0.4422819216275107
1,0.725189605550914,0.5971398035074811
1,0.8232209138404263,0.7333958930815683
1,0.7617118825064082,0.6713175746250729
0,0.0,0.13062092764639943
0,0.23734603861004142,0.29277012378906164
1,0.438213959814919,0.339758960889707
1,0.316039028550784,0.23728788229594647
0,0.17449249243821185,0.10697450922671276
0,0.202043468128979,0.005892616166701837
0,0.5284458805306812,0.3957523251297566
1,0.5573319834846108,0.5387774204440235
0,0.07957223760245166,0.2695877915624134
1,0.4007329030204829,0.3440666258720375
1,0.7685732281793922,0.7198835303187392
