"","wm","bm","am","wf","bf","af"
"1",0.635966114217567,0.266662635603303,0.439193988160099,0.362285300555862,0.23959514043644,0.47777896604232
"2",0.496044476694034,0.135246917255984,0.273331868881929,0.291844551607512,0.13185372544476,0.381929786426463
"3",0.601229231966926,0.377281893462283,0.461342841073167,0.47452732165848,0.286650067280549,0.569024386812794
"4",0.607963983296278,0.313914416343989,0.378562559077216,0.487043447793859,0.124028192985783,0.487194222657596
"5",0.558877568054925,0.287712469199669,0.392369208532317,0.418537549625085,0.204737184707788,0.413614874273888
"6",0.670213208133862,0.420219425474437,0.556113213717002,0.55791258529104,0.310831457932305,0.655304190253733
"7",0.69923818759607,0.433537821562791,0.508767860793368,0.550626544801278,0.399146706980421,0.548181886704014
"8",0.621828976945825,0.357348434453653,0.36753143673375,0.4071673790101,0.265696340582209,0.584220261596812
"9",0.660096460801483,0.314866577672853,0.399418317614712,0.48583701676972,0.18540886449834,0.602248632146085
"10",0.643404003134334,0.350945075927771,0.320482275241328,0.414996376245398,0.200295787242305,0.553122973573217
"11",0.603768054052692,0.261586445698803,0.352810518700843,0.380943844501172,0.212482731490108,0.444596785670545
"12",0.643477317258816,0.390687888338887,0.419699766982069,0.469435852809254,0.240463151951258,0.550505126879653
"13",0.501030636110385,0.215541559411144,0.381411103753816,0.352646412484123,0.117507412148156,0.478023852320994
"14",0.583285032837045,0.340823322197405,0.391817736339207,0.391698994983833,0.177714219968065,0.456098365495592
"15",0.543932064267759,0.237856098942354,0.358133047000721,0.363594049047334,0.189104459661355,0.413351120694134
"16",0.576286786739769,0.283268955806121,0.398385031496762,0.424126637624366,0.251898396057086,0.450415219782357
"17",0.444478064901287,0.208025521178888,0.361356314755919,0.363776778049481,0.114622786469752,0.364187157745634
"18",0.484339258796137,0.220728306142895,0.334141004026353,0.273522203457896,0.218771626999582,0.431925792699793
"19",0.55271772200198,0.342351241116623,0.42404994188126,0.415959207023156,0.315394344514978,0.508753392390155
"20",0.615439857302624,0.289899705511959,0.409472405937784,0.351866569405497,0.262513439282627,0.58570584748733
"21",0.608972824401267,0.324616834063924,0.380622904056099,0.372119797566143,0.212581148350483,0.536265742304565
"22",0.686242497620758,0.352249445284951,0.500149683819316,0.542189000514575,0.259328671797222,0.595983117587734
"23",0.659331056915663,0.408125418058249,0.48294539082096,0.413502998567266,0.271997366019193,0.550727548638773
"24",0.638491517268932,0.309456466311107,0.422764449206325,0.492649272334866,0.239558402746107,0.487010891664781
"25",0.519103431100442,0.260892696752276,0.289495159461583,0.240982760446799,0.1146657981004,0.362537437868269
