G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,-1.201723565531447,-1.094948595536217,FB,1,-1.201723565531447,-0.9825897028209658,-0.9825897028209658
M,B,-1.002192528948804,-0.8702864639838909,MB,2,-2.0314128386073675,-1.8097240975217654,-0.9681817435133582
M,W,0.3400285545035491,0.027821118640909914,MW,3,-0.6891917551550144,-0.7903559414441448,0.05118641256426243
F,B,-0.15556702771187758,-0.3072039351668351,FB,4,-0.15556702771187758,-0.12719943580415266,-0.12719943580415266
M,W,0.468035324920024,0.5519501877740067,MW,5,-0.5611849847385395,-0.6856911598668842,0.155851194141523
F,W,-3.3461671335925263,-2.724131222202552,FW,6,-3.3461671335925263,-2.838909563052705,-2.838909563052705
M,W,1.3036615061923476,1.0803458945268123,MW,7,0.27444119653378407,-0.0024411141189007723,0.8391012398895064
M,W,0.8765492983417591,0.6918799300954465,MW,8,-0.15267101131680438,-0.3516695635065267,0.48987279050188054
M,B,-0.9784533451537653,-0.7869631309037786,MB,9,-2.007673654812329,-1.7903137454079963,-0.9487713913995891
M,W,-0.043751478084206936,-0.09203189879128283,MW,10,-1.0729717877427705,-1.1041538222423437,-0.2626114682339366
M,W,-0.2634645306464258,-0.25356276093680136,MW,11,-1.2926848403049893,-1.2838022781894687,-0.44225992418106136
F,B,-1.346721985681572,-1.32063571473715,FB,12,-1.346721985681572,-1.1011477128753109,-1.1011477128753109
M,B,-0.9425894399505196,-0.7245069781997033,MB,13,-1.9718097496090832,-1.7609896105017526,-0.9194472564933452
M,B,0.03443739933011075,-0.06441995152657291,MB,14,-0.9947829103284527,-0.9621232662004264,-0.12058091219201927
M,W,-0.2861060551829488,-0.15908852477092933,MW,15,-1.3153263648415123,-1.302315128818238,-0.4607727748098307
M,W,0.6537283304425602,0.4438293368017389,MW,16,-0.3754919792160033,-0.5338592075396198,0.3076831464687873
M,W,-0.4792441792719857,-0.3819427927777793,MW,17,-1.5084644889305492,-1.4602345850020897,-0.6186922309936825
M,B,0.08345926511190374,-0.08101658990987058,MB,18,-0.9457610445466598,-0.9220405201248268,-0.0804981661164196
F,B,-0.15888985524363408,-0.1994037409343156,FB,19,-0.15888985524363408,-0.12991634692298393,-0.12991634692298393
M,W,-0.48087230795402797,-0.38339820411226855,MW,20,-1.5100926176125915,-1.4615658250008117,-0.6200234709924045
F,W,-1.9590521811315718,-1.7304159477711694,FW,21,-1.9590521811315718,-1.7047345264548555,-1.7047345264548555
F,W,-0.4034095889875543,-0.4808034353705855,FW,22,-0.4034095889875543,-0.4327628050428337,-0.4327628050428337
F,W,0.3431167763095011,0.13092130842859656,FW,23,0.3431167763095011,0.17763474433105697,0.17763474433105697
M,W,-1.7709066284269013,-1.4556259728236316,MW,24,-2.800126938085465,-2.51636284815956,-1.6748204941511526
F,W,-0.4438478421188484,-0.3663369749066675,FW,25,-0.4438478421188484,-0.46582715716719714,-0.46582715716719714
F,B,-1.5650986681658268,-1.5139788986713996,FB,26,-1.5650986681658268,-1.279703485350605,-1.279703485350605
M,W,0.08210777918245546,0.10019757088459166,MW,27,-0.947112530476108,-1.0012449555594918,-0.15970260155108457
M,W,0.4365176564099791,0.2717322616032892,MW,28,-0.5927026532485844,-0.7114615927877024,0.13008076122070472
F,W,-2.747920563501811,-2.4807060353753,FW,29,-2.747920563501811,-2.3497530412205503,-2.3497530412205503
M,B,0.4207649049200739,0.3491452438885177,MB,30,-0.6084554047384896,-0.6462424431915734,0.19529991081683384
F,W,-1.2129800302569342,-1.159258690810192,FW,31,-1.2129800302569342,-1.0947083656657788,-1.0947083656657788
M,B,0.06042881830828455,0.04847675095577488,MB,32,-0.968791491350279,-0.9408713731842778,-0.09932901917587063
M,W,-0.9106256237069515,-0.7220329686742668,MW,33,-1.9398459333655151,-1.812953777208644,-0.9714114232002367
M,W,-0.3098093670581093,-0.2282429777363453,MW,34,-1.3390296767166727,-1.3216961502438989,-0.48015379623549165
M,W,0.293398006905958,0.17204689342059987,MW,35,-0.7358223027526054,-0.8284834253518378,0.013058928656569269
M,B,1.5748510603707429,1.0694395023125336,MB,36,0.5456307507121794,0.2973965142524954,1.1389388682609025
M,W,-0.4911083073984312,-0.3452837199886236,MW,37,-1.5203286170569947,-1.4699352936046033,-0.6283929395961959
M,W,0.4797094419779404,0.5099219727281155,MW,38,-0.5495108676806231,-0.6761458138824585,0.16539654012594862
F,W,-0.9922453999547916,-0.8945236396421397,FW,39,-0.9922453999547916,-0.9142246163145205,-0.9142246163145205
M,W,0.06955569032687116,0.1118736316566315,MW,40,-0.9596646193316923,-1.0115081754980444,-0.16996582148963724
M,B,-0.3413341115136365,-0.36151088965602346,MB,41,-1.3705544211722,-1.2693729763326032,-0.427830622324196
F,W,-0.4943652430956683,-0.4886838209605548,FW,42,-0.4943652430956683,-0.5071327281294753,-0.5071327281294753
F,B,0.05423026794395014,-0.1395462089774538,FB,43,0.05423026794395014,0.04434139796483246,0.04434139796483246
M,W,0.29516719933596103,0.2891234886445688,MW,44,-0.7340531103226025,-0.8270368445291834,0.014505509479223744
M,B,0.0050909503829146465,-0.25654386453088424,MB,45,-1.0241293592756489,-0.9861184006697451,-0.14457604666133786
M,W,0.5648986332953662,0.5718555080657601,MW,46,-0.4643216763631973,-0.6064908411574044,0.2350515128510028
F,W,-0.5904721561852104,-0.5578414678733454,FW,47,-0.5904721561852104,-0.585714579963205,-0.585714579963205
F,B,0.08921999109710788,-0.27154159412800066,FB,48,0.08921999109710788,0.07295075760541234,0.07295075760541234
M,W,-1.3231622226144086,-0.9842515502140816,MW,49,-2.352382532272972,-2.1502644747349815,-1.3087221207265747
F,B,-0.3122820921214915,-0.4774247880506447,FB,50,-0.3122820921214915,-0.25533756422448733,-0.25533756422448733
F,B,-3.3032273296092547,-2.5985209366122755,FB,51,-3.3032273296092547,-2.7008850065409784,-2.7008850065409784
M,W,0.17074589333629114,0.038195079835272594,MW,52,-0.8584744163222724,-0.9287699698446934,-0.08722761583628616
M,W,-0.8954499788228759,-0.7584224107491315,MW,53,-1.9246702884814395,-1.800545405745806,-0.9590030517373986
M,B,-0.4814066149188601,-0.2922055567994729,MB,54,-1.5106269245774235,-1.3839033088000874,-0.5423609547916803
F,W,-2.5909825048759982,-2.309711271675631,FW,55,-2.5909825048759982,-2.2214325814996485,-2.2214325814996485
F,W,-2.184203444675596,-1.9094047319049536,FW,56,-2.184203444675596,-1.888829537554726,-1.888829537554726
M,W,-0.08758211067165063,-0.06269463031201353,MW,57,-1.116802420330214,-1.1399919546413744,-0.2984496006329673
M,W,-0.3540295026107637,-0.32092980847094005,MW,58,-1.383249812269327,-1.3578527598816321,-0.5163104058732249
F,W,-0.1552071356109025,-0.4074298148671203,FW,59,-0.1552071356109025,-0.22981998033843046,-0.22981998033843046
M,W,0.14751758953821054,0.13197898389920176,MW,60,-0.8817027201203529,-0.9477626007463744,-0.10622024673796741
M,W,-1.3097725780253944,-0.9554116137557892,MW,61,-2.3389928876839576,-2.1393164270516696,-1.2977740730432628
M,W,-0.1322986602375321,-0.1848672122777917,MW,62,-1.1615189698960955,-1.176554457374428,-0.33501210336602094
M,W,-0.6317432670121337,-0.6044155394387118,MW,63,-1.6609635766706972,-1.5849255185919573,-0.74338316458355
F,B,-0.5737996341557903,-0.5065030497714296,FB,64,-0.5737996341557903,-0.46916747592827573,-0.46916747592827573
F,B,-0.8538336138094003,-0.6733233110225711,FB,65,-0.8538336138094003,-0.6981373594687784,-0.6981373594687784
M,B,-0.6412688661595896,-0.6730701012746707,MB,66,-1.670489175818153,-1.514614735657605,-0.6730723816491979
F,B,-1.8566229982153808,-1.5887117130468589,FB,67,-1.8566229982153808,-1.5180684579986983,-1.5180684579986983
M,B,-0.05853357953266576,-0.13648287513902105,MB,68,-1.0877538891912293,-1.0381410202929415,-0.19659866628453426
M,W,0.853133535911429,0.6254095563524938,MW,69,-0.17608677374713444,-0.37081547002585946,0.47072688398254775
M,B,0.185118083946942,-0.001228318104089382,MB,70,-0.8441022257116215,-0.8389191505741881,0.0026232034342191513
M,W,-2.221821313203169,-1.7820958586714375,MW,71,-3.2510416228617327,-2.885053401311842,-2.043511047303435
F,B,-0.9522640832253528,-0.8353141374131202,FB,72,-0.9522640832253528,-0.7786190679631751,-0.7786190679631751
M,B,-0.17551722547209428,-0.31326488375857964,MB,73,-1.2047375351306577,-1.1337927402021721,-0.2922503861937651
M,W,-0.03981153927528333,0.09925336835639784,MW,74,-1.0690318489338468,-1.1009323298671976,-0.2593899758587904
M,B,-0.6866082439665119,-0.5702883230663447,MB,75,-1.7158285536250752,-1.5516864941245279,-0.7101441401161208
F,W,-1.7275708419450195,-1.423747139141751,FW,76,-1.7275708419450195,-1.5154637267436706,-1.5154637267436706
M,W,-1.6487639830455267,-1.298405489497488,MW,77,-2.67798429270409,-2.416492870512932,-1.574950516504525
M,W,1.5471011918710968,1.133703432043679,MW,78,0.5178808822125334,0.19660743187522545,1.0381497858836326
M,B,-0.4672238554811632,-0.3792046685418882,MB,79,-1.4964441651397267,-1.372306770477312,-0.5307644164689048
F,W,-1.5970940915693266,-1.1314811529732598,FW,80,-1.5970940915693266,-1.4087793651700498,-1.4087793651700498
M,W,0.6800638055328398,0.5380404786218187,MW,81,-0.34915650412572363,-0.5123259969204512,0.3292163570879559
M,W,0.5196399499654378,0.6073501219095655,MW,82,-0.5095803596931257,-0.6434966197563752,0.19804573425203204
M,W,-1.3325066906609362,-1.3277811262904005,MW,83,-2.3617270003194997,-2.1579049823726906,-1.3163626283642833
F,B,-1.6316919075688885,-1.6190119073286338,FB,84,-1.6316919075688885,-1.3341534713471788,-1.3341534713471788
M,B,-0.6144435359179939,-0.3208755978425174,MB,85,-1.6436638455765573,-1.4926809947989017,-0.6511386407904945
F,W,-1.6209925868215618,-1.2672876485504303,FW,86,-1.6209925868215618,-1.4283199783537293,-1.4283199783537293
F,W,-0.861479094734536,-1.0916593824912888,FW,87,-0.861479094734536,-0.807303500118764,-0.807303500118764
F,B,0.07879421470925774,-0.16206157708048965,FB,88,0.07879421470925774,0.0644261178159903,0.0644261178159903
M,W,-0.4433613598031647,-0.42553174107552505,MW,89,-1.4725816694617282,-1.430894984839839,-0.5893526308314316
M,W,1.2896585179681461,1.0244802829701676,MW,90,0.26043820830958264,-0.013890662444716234,0.8276516915636909
M,B,0.2867763684257471,0.07599619910825373,MB,91,-0.7424439412328163,-0.7557982179401143,0.08574413606829287
F,W,-0.6024909246134688,-0.6188582402567491,FW,92,-0.6024909246134688,-0.59554173026376,-0.59554173026376
M,W,-0.5719952611159479,-0.4814667957790287,MW,93,-1.6012155707745115,-1.536072540218586,-0.6945301862101787
F,W,-1.572221837386853,-1.4195543806246758,FW,94,-1.572221837386853,-1.388442557649065,-1.388442557649065
M,W,0.6311423419806145,0.5630376807491719,MW,95,-0.398077967677949,-0.5523266490771639,0.2892157049312433
M,W,-0.5933557436263798,-0.5288844267029873,MW,96,-1.6225760532849431,-1.5535379463769112,-0.7119955923685041
M,W,-0.99367162724448,-0.8321431852484235,MW,97,-2.0228919369030436,-1.8808563716795466,-1.0393140176711393
F,W,0.5976626055228886,0.2647716605038545,FW,98,0.5976626055228886,0.3857642325553217,0.3857642325553217
M,W,0.4097539274790145,0.09407027058761408,MW,99,-0.619466382179549,-0.7333449653127535,0.10819738869565354
M,B,-1.392703907307955,-1.158778046989676,MB,100,-2.4219242169665183,-2.1290258655955503,-1.287483511587143
M,B,0.15302969675676814,0.21344778700467354,MB,101,-0.8761906129017953,-0.8651562318277735,-0.02361387781936633
M,B,-0.1649008423138943,-0.28301736141662576,MB,102,-1.1941211519724577,-1.1251122507188558,-0.28356989671044863
F,W,-1.5778916880436482,-1.537160490017426,FW,103,-1.5778916880436482,-1.3930785130648484,-1.3930785130648484
M,B,0.4670100176404569,0.2647303268014013,MB,104,-0.5622102920181066,-0.6084301102489735,0.23311224375943362
M,B,0.061233544412243324,0.34122433255953016,MB,105,-0.9679867652463201,-0.940213388597788,-0.09867103458938095
M,W,0.046079342213663485,-0.035434601190189145,MW,106,-0.9831409674449,-1.0307036199226338,-0.1891612659142266
M,W,-0.11235771057978416,-0.15303027899469324,MW,107,-1.1415780202383476,-1.160249732760403,-0.318707378751996
M,W,-0.7942661015648039,-0.6774186042629654,MW,108,-1.8234864112233673,-1.7178123723453051,-0.8762700183368979
M,W,0.4068686996991683,0.30820300794786865,MW,109,-0.6223516099593952,-0.7357040728380488,0.10583828117035832
M,B,0.4517834462337472,0.3187830952473185,MB,110,-0.5774368634248163,-0.6208801218012432,0.22066223220716402
M,W,-0.3827016642525151,-0.5024905503347088,MW,111,-1.4119219739110787,-1.3812965630946814,-0.5397542090862741
M,B,-0.08804296875664754,-0.15581205508719054,MB,112,-1.117263278415211,-1.0622693829378043,-0.22072702892939722
M,B,-0.317143980709026,-0.10084685423033812,MB,113,-1.3463642903675894,-1.249593907235301,-0.408051553226894
F,W,0.08120412010252065,0.11084134594027613,FW,114,0.08120412010252065,-0.036518232617227905,-0.036518232617227905
