G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,W,0.9475538624947611,0.6463480229044966,MW,1,-0.09427006102381197,-0.3081207121209266,0.5591964372194654
M,W,0.5660250520457343,0.2654432555224833,MW,2,-0.47579887147283884,-0.6257429828327601,0.24157416650763194
F,W,-0.07410000319584564,0.04815183158403458,FW,3,-0.07410000319584564,-0.16255582924628925,-0.16255582924628925
F,W,0.2312526499059984,0.025439158127332884,FW,4,0.2312526499059984,0.09164988311379518,0.09164988311379518
M,B,0.8085447627931219,0.7425500768495035,MB,5,-0.23327916072545118,-0.34106569020863575,0.5262514591317563
F,B,-2.5756058923244547,-2.61014896941969,FB,6,-2.5756058923244547,-2.1441887730996596,-2.1441887730996596
F,B,-0.8111434482392038,-0.9591427146113164,FB,7,-0.8111434482392038,-0.6752759342067653,-0.6752759342067653
F,B,-0.5257570253072299,-0.6168828765443168,FB,8,-0.5257570253072299,-0.4376920841816527,-0.4376920841816527
F,W,-0.4975937811757427,-0.4953187754544972,FW,9,-0.4975937811757427,-0.5151138843928978,-0.5151138843928978
M,W,-0.20987107730703267,-0.06032276090409205,MW,10,-1.2516950008256058,-1.2716755669317361,-0.4043584175913441
F,W,-1.5319884498354002,-1.2711693844791832,FW,11,-1.5319884498354002,-1.3762461880981502,-1.3762461880981502
M,W,1.421472983138054,1.1086511143498328,MW,12,0.3796490596194808,0.08641637946940514,0.9537335288097971
F,B,-1.4956318751971227,-1.33266324121889,FB,13,-1.4956318751971227,-1.245111717225284,-1.245111717225284
M,W,0.5130466562455138,0.4671864734927038,MW,14,-0.5287772672730593,-0.6698474329080564,0.19746971643233566
M,W,0.2478307380669865,0.07241923150680621,MW,15,-0.7939931854515866,-0.8906393622557934,-0.023322212915401375
F,B,1.5668505336336185,1.0692803717225043,FB,16,1.5668505336336185,1.3044011637628279,1.3044011637628279
M,W,-0.9003620506699884,-0.5564243374607147,MW,17,-1.9421859741885616,-1.8465084625325972,-0.9791913131922052
F,W,0.0365626785704114,-0.347550350941085,FW,18,0.0365626785704114,-0.07042928125560859,-0.07042928125560859
M,W,-0.946584771526134,-0.8195335238814311,MW,19,-1.988408695044707,-1.8849888214327009,-1.0176716720923087
M,W,0.9804500808999732,0.8253859129465001,MW,20,-0.061373842618599905,-0.2807346503045233,0.5865824990358687
M,W,-1.3426480798619749,-1.2356093087645417,MW,21,-2.384472003380548,-2.214711043959531,-1.3473938946191388
F,W,-1.7126632559308623,-1.4288119031361162,FW,22,-1.7126632559308623,-1.5266577444493523,-1.5266577444493523
M,W,-0.7332502589496693,-0.6777741584211822,MW,23,-1.7750741824682423,-1.7073880991543715,-0.8400709498139797
M,B,0.9040348825413972,0.6416691373899263,MB,24,-0.13778904097717593,-0.2615702816461827,0.6057468676942093
M,W,0.21421202852967305,0.21401541356853565,MW,25,-0.8276118949889001,-0.9186268970610312,-0.051309747720639065
M,B,0.3048901546445632,0.08069497167726808,MB,26,-0.7369337688740099,-0.7603575389850116,0.10695961035538046
F,B,0.08059179822678741,-0.00982278029611254,FB,27,0.08059179822678741,0.06709257401404567,0.06709257401404567
F,W,-0.002786233340363875,0.0046547266388335075,FW,28,-0.002786233340363875,-0.10318720256810703,-0.10318720256810703
M,W,0.9429168610956103,0.8777419277323828,MW,29,-0.09890706242296277,-0.3119810101465432,0.5553361391938488
F,W,-0.21842120157623868,-0.2654808589481372,FW,30,-0.21842120157623868,-0.282703051385252,-0.282703051385252
M,W,1.2011488560509884,1.0318508569655649,MW,31,0.1593249325324153,-0.09700318838874958,0.7703139609516424
M,W,1.1073584823957954,0.9091639198855116,MW,32,0.06553455887722226,-0.17508356039581652,0.6922335889445755
M,B,0.15399091015819394,-0.02229494707151486,MB,33,-0.8878330133603791,-0.8859809765074688,-0.018663827167076735
M,W,-1.0960554008859962,-0.8893952922655547,MW,34,-2.1378793244045693,-2.0094229385997164,-1.1421057892593243
M,W,0.5188475815881349,0.30552134590586233,MW,35,-0.5229763419304382,-0.6650181696149786,0.20229897972541347
M,B,0.24763519770867626,0.18228478895811626,MB,36,-0.7941887258098969,-0.8080222210049145,0.05929492833547759
M,B,0.7439399282908083,0.6105601331157691,MB,37,-0.29788399522776476,-0.3948491363642139,0.47246801297617813
M,W,0.44057833645657696,0.3255033983066478,MW,38,-0.6012455870619962,-0.7301772210017622,0.1371399283386299
M,W,-0.3898491039206145,-0.2120953405099245,MW,39,-1.4316730274391876,-1.4215070552116442,-0.5541899058712523
M,B,0.037888962554205326,-0.2535008704938366,MB,40,-1.0039349609643677,-0.9826357066932301,-0.11531855735283808
F,W,-0.458850870984093,-0.4694509294316375,FW,41,-0.458850870984093,-0.48286045877459716,-0.48286045877459716
M,W,-1.4360639719598076,-1.0362811300641377,MW,42,-2.4778878954783807,-2.292479660525512,-1.42516251118512
M,W,-0.3733490745171867,-0.3964851320688236,MW,43,-1.41517299803576,-1.4077708007994,-0.5404536514590079
M,B,0.5949441291293392,0.2439933755382077,MB,44,-0.44687979438923386,-0.5188879579685205,0.34842919137187156
F,B,-1.5649999679491509,-1.5264566699451407,FB,45,-1.5649999679491509,-1.302860570081029,-1.302860570081029
M,W,0.3253252266160734,0.1064725264322019,MW,46,-0.7164986969024998,-0.8261252947817157,0.04119185455867644
M,W,-0.2211659539213554,-0.18023408166528296,MW,47,-1.2629898774399284,-1.2810785379771703,-0.41376138863677836
F,B,-1.119147329492983,-1.1770525374363912,FB,48,-1.119147329492983,-0.9316887907791092,-0.9316887907791092
F,B,-2.6002606440042566,-2.29927379074981,FB,49,-2.6002606440042566,-2.164713823889818,-2.164713823889818
F,W,0.2459253331396294,0.16675710950029976,FW,50,0.2459253331396294,0.1038648740619662,0.1038648740619662
M,W,-0.5001181225319057,-0.3062991740752172,MW,51,-1.5419420460504787,-1.5133058791045595,-0.6459887297641678
M,W,0.30512859172044154,0.23904902404287498,MW,52,-0.7366953317981315,-0.842938968770683,0.024378180569709113
F,W,-1.3948025148956449,-1.1534999703762459,FW,53,-1.3948025148956449,-1.2620390640961414,-1.2620390640961414
F,B,-1.178282032438989,-1.3863933766794825,FB,54,-1.178282032438989,-0.9809183590664289,-0.9809183590664289
F,W,-0.2495536980537564,-0.2285424464862985,FW,55,-0.2495536980537564,-0.30862081684175724,-0.30862081684175724
M,W,0.9775112626360678,0.811532498409414,MW,56,-0.06431266088250531,-0.2831812129352522,0.5841359364051398
F,W,-0.6408522889386006,-0.5589453032650862,FW,57,-0.6408522889386006,-0.6343764178851279,-0.6343764178851279
M,W,-0.1263189467690573,0.0194100421401675,MW,58,-1.1681428702876304,-1.2021185198687627,-0.3348013705283706
F,B,-0.7227950692659665,-0.6702251743105095,FB,59,-0.7227950692659665,-0.6017260161542771,-0.6017260161542771
M,B,-0.2241530409976845,-0.3081840312903832,MB,60,-1.2659769645162575,-1.2007853559741704,-0.33346820663377846
M,B,0.6088971586392105,0.4358316645981093,MB,61,-0.43292676487936266,-0.5072720778701901,0.3600450714702019
M,B,-0.08487878478773063,-0.2687139327911734,MB,62,-1.1267027083063037,-1.0848397070543825,-0.21752255771399043
F,W,-0.312875881826618,-0.40055209466858,FW,63,-0.312875881826618,-0.3613364578249312,-0.3613364578249312
M,W,0.11891563410833525,0.260893004267995,MW,64,-0.9229082894102378,-0.997961029524403,-0.130643880184011
M,B,-0.5322570790667409,-0.4803940302281574,MB,65,-1.574081002585314,-1.4572815929734293,-0.5899644436330373
M,W,0.6307465310485824,0.42277526952472905,MW,66,-0.41107739246999075,-0.5718624302723413,0.29545471906805076
M,W,-0.4059148547260635,-0.294749750653441,MW,67,-1.4477387782446365,-1.4348817732192085,-0.5675646238788166
M,W,1.1492039637023062,1.0543747381084738,MW,68,0.10738004018373304,-0.1402472480975104,0.7270699012428816
F,W,-1.091432664194895,-1.0883126054101682,FW,69,-1.091432664194895,-1.009484032323631,-1.009484032323631
F,W,-0.5618831456904136,-0.6326742966807304,FW,70,-0.5618831456904136,-0.5686347021674147,-0.5686347021674147
M,W,-0.25746147078634685,-0.07355687598659674,MW,71,-1.29928539430492,-1.311294511627366,-0.4439773622869739
F,B,-0.21844339559298095,-0.1752477922212642,FB,72,-0.21844339559298095,-0.18185386117653518,-0.18185386117653518
M,W,-0.626983039357084,-0.5660834483191527,MW,73,-1.668806962875657,-1.6189207680778381,-0.7516036187374463
M,W,0.2462857367557005,0.22329194152309007,MW,74,-0.7955381867628726,-0.8919255739685232,-0.024608424628131204
M,W,-0.803022830274125,-0.412260970962828,MW,75,-1.844846753792698,-1.7654736799297657,-0.8981565305893738
F,W,-1.0107183972374474,-0.913349848262999,FW,76,-1.0107183972374474,-0.9422895032402481,-0.9422895032402481
M,W,0.42980118654455457,0.4742023335832398,MW,77,-0.6120227369740185,-0.7391491851971521,0.12816796414323992
F,B,-1.0809156610296178,-0.9742568661105112,FB,78,-1.0809156610296178,-0.8998609732778712,-0.8998609732778712
M,W,0.8099834917064226,0.6947189855085117,MW,79,-0.23184043181215053,-0.4226478784993587,0.44466927084103336
F,W,-2.205027528954304,-2.1035712501238764,FW,80,-2.205027528954304,-1.9365504029645348,-1.9365504029645348
M,B,0.7162942662161925,0.509361637156459,MB,81,-0.3255296573023806,-0.4178641164207323,0.44945303291965977
M,W,0.12797805516369276,0.3728146963623269,MW,82,-0.9138458683548804,-0.9904165750168609,-0.12309942567646877
M,B,-0.20915109415415709,-0.012841883070675351,MB,83,-1.2509750176727301,-1.1882962534711865,-0.32097910413079456
F,W,-0.3869240829393356,-0.40976441303048106,FW,84,-0.3869240829393356,-0.42298149519935013,-0.42298149519935013
F,W,-1.3460633312429042,-1.3175564933317676,FW,85,-1.3460633312429042,-1.2214637529782073,-1.2214637529782073
M,W,0.5656618830509169,0.3798789077491829,MW,86,-0.4761620404676562,-0.6260453205792864,0.24127182876110562
F,W,-1.2683764430224085,-1.110105583078773,FW,87,-1.2683764430224085,-1.1567895130116639,-1.1567895130116639
F,B,-1.20541721840133,-1.3126230116791042,FB,88,-1.20541721840133,-1.0035083683802815,-1.0035083683802815
M,W,-0.2303674529125612,-0.16096293738497708,MW,89,-1.2721913764311343,-1.2887387746971701,-0.4214216253567781
M,W,0.19571116846343006,0.08703601371211417,MW,90,-0.846112755055143,-0.9340288405668076,-0.06671169122641546
F,W,-0.3696566333578088,-0.3464608661859472,FW,91,-0.3696566333578088,-0.40860636442211784,-0.40860636442211784
M,B,0.7171621761750572,0.4076361147562555,MB,92,-0.32466174734351594,-0.41714158243546495,0.450175566904927
F,B,-0.4058261313768422,-0.2800329035539083,FB,93,-0.4058261313768422,-0.337849760835644,-0.337849760835644
M,W,0.5429287787727075,0.4406757613090603,MW,94,-0.4988951447458656,-0.644970602244584,0.222346547095808
M,B,-0.4386347200372966,-0.4866320926429489,MB,95,-1.4804586435558698,-1.3793410929379712,-0.5120239435975793
M,W,0.4847540590096593,0.5292456548071515,MW,96,-0.5570698645089138,-0.6934009856995514,0.1739161636408406
F,B,-0.8763460683135821,-0.6249855365158311,FB,97,-0.8763460683135821,-0.729557036124105,-0.729557036124105
M,B,-0.0482606670064752,-0.008511775641961577,MB,98,-1.0900845905250482,-1.0543551685337205,-0.1870380191933284
M,W,0.5117387805800474,0.5744860083577196,MW,99,-0.5300851429385257,-0.670936237809016,0.19638091153137602
M,W,-0.9689285576626552,-0.6541185576958298,MW,100,-2.0107524811812283,-1.9035899962185028,-1.0362728468781108
F,W,-0.780925865058759,-0.6905697770512625,FW,101,-0.780925865058759,-0.7509874996580879,-0.7509874996580879
M,W,-1.070519161648317,-0.7860342455623589,MW,102,-2.11234308516689,-1.9881640504896245,-1.1208469011492326
M,B,0.11354484191523778,-0.044400192755815984,MB,103,-0.9282790816033353,-0.9196522791322278,-0.05233512979183576
F,W,0.7808748183081016,0.5905678636948279,FW,104,0.7808748183081016,0.5492096698989166,0.5492096698989166
F,W,-1.2576592871643502,-1.313839270118102,FW,105,-1.2576592871643502,-1.1478674937932387,-1.1478674937932387
F,B,0.8072831205322697,0.32756927903233723,FB,106,0.8072831205322697,0.6720622160853863,0.6720622160853863
