G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,-1.06327438631828,-0.7796407932657411,FW,1,-1.06327438631828,-0.9463994434076785,-0.9463994434076785
F,W,-0.8832909472285304,-0.6472066969490262,FW,2,-0.8832909472285304,-0.8043860821610737,-0.8043860821610737
M,W,-0.18241100296745624,-0.10566158762475593,MW,3,-1.1685559177970106,-1.150314344535795,-0.372210788233833
M,W,-0.4893809666654682,-0.39660786375666185,MW,4,-1.4755258814950225,-1.3925246088077463,-0.6144210525057844
F,W,-1.733363967692037,-1.2929490493908375,FW,5,-1.733363967692037,-1.4751240542301476,-1.4751240542301476
F,W,0.4811795225929187,0.30339303728984945,FW,6,0.4811795225929187,0.2722298482882387,0.2722298482882387
F,W,-1.7335457537140149,-1.4433944444979114,FW,7,-1.7335457537140149,-1.475267489893669,-1.475267489893669
M,W,-0.25825965278791385,-0.2016303651495377,MW,8,-1.2444045676174682,-1.2101616380506646,-0.4320580817487024
F,B,-2.764786049190324,-2.2586943297168083,FB,9,-2.764786049190324,-2.1815149324791396,-2.1815149324791396
F,W,0.08149323940904396,0.06398288794448859,FW,10,0.08149323940904396,-0.043136903264943446,-0.043136903264943446
M,W,1.0298608125460995,0.7082178834839582,MW,11,0.04371589771654516,-0.1937885878535032,0.5843149684484589
F,B,0.629042627358775,0.4185805523370918,FB,12,0.629042627358775,0.49633709818195554,0.49633709818195554
M,W,0.9897774602840124,0.6391008942987959,MW,13,0.003632545454458014,-0.2254157842975725,0.5526877720043896
M,W,-0.04924931482507909,-0.15877071430036374,MW,14,-1.0353942296546335,-1.0452450169464873,-0.26714146064452526
F,W,-1.824969498038008,-1.4691909487686867,FW,15,-1.824969498038008,-1.5474040892100442,-1.5474040892100442
F,W,-1.1395012902863253,-0.8738172579669496,FW,16,-1.1395012902863253,-1.006545192953703,-1.006545192953703
M,W,-1.000357664546922,-0.8786465174420883,MW,17,-1.9865025793764763,-1.795703472106669,-1.0175999158047069
M,W,0.03168756091918863,0.0423298366707954,MW,18,-0.9544573539103657,-0.9813829314603295,-0.20327937515836753
M,W,1.0377149071322314,0.714333737280218,MW,19,0.051569992302677004,-0.18759142672931137,0.5905121295726506
M,B,-0.20544099799891608,-0.16441947889251632,MB,20,-1.1915859128284705,-1.1019226092116672,-0.32381905290970525
F,W,-0.11776357824076145,-0.2341198143385765,FW,21,-0.11776357824076145,-0.20035764851162224,-0.20035764851162224
F,W,0.8689914056408565,0.6725035735386623,FW,22,0.8689914056408565,0.5782272740600046,0.5782272740600046
M,W,0.3983058373362293,0.17703829919408712,MW,23,-0.5878390774933251,-0.6921080182142366,0.08599553808772542
M,W,0.690502500957098,0.7553777610187901,MW,24,-0.2956424138724564,-0.46155441530663255,0.3165491409953294
F,W,-2.386989080921897,-2.0121742969122627,FW,25,-2.386989080921897,-1.9908576116863874,-1.9908576116863874
F,B,-1.3401522752291797,-1.1751305553269342,FB,26,-1.3401522752291797,-1.0574280064327306,-1.0574280064327306
M,W,0.6942819839054741,0.42609983456905537,MW,27,-0.2918629309240802,-0.4585722682825084,0.31953128801945363
M,W,0.8531682435788602,0.8824887263194385,MW,28,-0.13297667125069412,-0.3332053350455744,0.44489822125638756
F,B,-1.1490043722777203,-0.9354676277748564,FB,29,-1.1490043722777203,-0.9066054844792508,-0.9066054844792508
M,W,-0.7231397982799613,-0.6653100467254326,MW,30,-1.7092847131095157,-1.576968675253768,-0.7988651189518059
F,W,-1.1267385948822732,-1.1337388720288148,FW,31,-1.1267385948822732,-0.9964749704817775,-0.9964749704817775
M,B,1.7174086071163683,1.4145411638054401,MB,32,0.731263692286814,0.4152744005529937,1.1933779568549556
M,B,-1.2945453183839732,-1.1876924837840557,MB,33,-2.2806902332135275,-1.961264813518339,-1.1831612572163772
F,W,0.5927578425288582,0.42083959712292107,FW,34,0.5927578425288582,0.3602691275490951,0.3602691275490951
M,B,-0.18716931394737132,-0.18189743936882,MB,35,-1.1733142287769256,-1.0875055979526371,-0.3094020416506753
M,W,0.5942087844837362,0.5093659797511314,MW,36,-0.3919361303458182,-0.5375335965716964,0.24056995973026557
F,B,0.04676108447017824,-0.17087409760848238,FB,37,0.04676108447017824,0.03689616564018983,0.03689616564018983
F,B,0.33115148367604363,0.035658483389599684,FB,38,0.33115148367604363,0.2612903471367963,0.2612903471367963
F,W,-0.6425680447252728,-0.6694327025514342,FW,39,-0.6425680447252728,-0.6144471150737775,-0.6144471150737775
M,B,1.4964299254472322,1.1750957484313778,MB,40,0.5102850106176778,0.24091432883534666,1.0190178851373086
F,W,-1.7246296485743433,-1.5855387184275875,FW,41,-1.7246296485743433,-1.4682323645148196,-1.4682323645148196
F,W,1.8714737372779564,1.4533062781707695,FW,42,1.8714737372779564,1.3692216356863909,1.3692216356863909
F,B,-0.4152533776738816,-0.6415332698212917,FB,43,-0.4152533776738816,-0.3276497450583067,-0.3276497450583067
M,W,0.17471347785122174,0.18935041077588646,MW,44,-0.8114314369783326,-0.8685303750716986,-0.09042681876973657
M,W,0.8612765696336518,0.5585291463321033,MW,45,-0.12486834519590251,-0.32680757621316214,0.4512959800887999
M,B,0.9974859581508384,0.4076144089311844,MB,46,0.01134104332128405,-0.15277028030329667,0.6253332759986653
F,W,-2.3339181514669094,-1.7681885801815043,FW,47,-2.3339181514669094,-1.9489827530077175,-1.9489827530077175
M,W,-1.4724212623342663,-1.1269339239400649,MW,48,-2.4585661771638208,-2.168178509715638,-1.3900749534136756
M,W,0.501483093156413,0.21474858146675924,MW,49,-0.4846618216731413,-0.6106974785705389,0.16740607773142308
M,W,0.9041339595952972,0.726523668918024,MW,50,-0.08201095523425717,-0.29299156495406636,0.4851119913478956
F,B,-0.9331175186910552,-0.9985755881508904,FB,51,-0.9331175186910552,-0.7362630469647206,-0.7362630469647206
F,W,0.6630384584566755,0.4134912096178709,FW,52,0.6630384584566755,0.4157230434697373,0.4157230434697373
M,W,0.6292278959775572,0.4684455108881559,MW,53,-0.3569170188519971,-0.5099022669546018,0.2682012893473602
F,W,0.242503581075072,0.10877867932226958,FW,54,0.242503581075072,0.08390600652218891,0.08390600652218891
M,B,0.1168434347513186,0.06176783761481856,MB,55,-0.8693014800782357,-0.8476286819270943,-0.06952512562513224
F,W,-1.840751703716584,-1.493717816961354,FW,56,-1.840751703716584,-1.5598568131252828,-1.5598568131252828
M,W,1.0954822383452902,0.9044356773404792,MW,57,0.10933732351573588,-0.1420109393394601,0.636092616962502
M,W,-0.927948665841404,-0.7586201775149969,MW,58,-1.9140935806709583,-1.7385701861628216,-0.9604666298608596
F,W,-1.6679795014912533,-1.3336241778403501,FW,59,-1.6679795014912533,-1.4235333753018597,-1.4235333753018597
M,B,-1.661111166616646,-1.363276200769601,MB,60,-2.6472560814462005,-2.2504983590545815,-1.4723948027526197
F,W,-0.8601901924852515,-0.7870998384429649,FW,61,-0.8601901924852515,-0.7861587616641551,-0.7861587616641551
M,W,0.9575320940393232,0.7760617299058468,MW,62,-0.028612820790231197,-0.25085852985347135,0.5272450264484907
M,W,0.7982042491746475,0.624572525085475,MW,63,-0.18794066565490686,-0.37657388957680277,0.4015296667251592
F,B,-0.19764269381219648,-0.3763425650905745,FB,64,-0.19764269381219648,-0.15594714389309647,-0.15594714389309647
M,B,-0.18059906398314612,-0.16245376953766824,MB,65,-1.1667439788127005,-1.082321436085474,-0.3042178797835119
F,W,-2.4073065527106747,-1.8981829870046496,FW,66,-2.4073065527106747,-2.006888822531951,-2.006888822531951
M,W,-0.7769193410830587,-0.6146462116799778,MW,67,-1.763064255912613,-1.619402655171026,-0.8412990988690642
M,W,1.7526035759354237,1.4270073951660682,MW,68,0.7664586611058694,0.37648126399878834,1.1545848203007503
F,W,-1.5428450146214998,-1.2669625576268853,FW,69,-1.5428450146214998,-1.3247977961945991,-1.3247977961945991
M,W,0.06645457468305792,-0.007473705075198568,MW,70,-0.9196903401464964,-0.9539505159554119,-0.1758469596534499
M,W,0.3636394312874104,0.2159956447856567,MW,71,-0.622505483542144,-0.7194610506389447,0.05864250566301732
M,B,0.1653980264423758,0.004555280867362954,MB,72,-0.8207468883871786,-0.8093173750375473,-0.03121381873558518
F,W,-1.3621852657791131,-1.1255897168537032,FW,73,-1.3621852657791131,-1.182250802399902,-1.182250802399902
M,W,-0.12533008775909504,-0.11840871132167932,MW,74,-1.1114750025886493,-1.1052754638878395,-0.3271719075858775
M,W,-0.4140177460831431,-0.3758684309808305,MW,75,-1.4001626609126974,-1.3330603362980495,-0.5549567799960875
M,W,0.13456862709820885,0.06563731622265429,MW,76,-0.8515762877313455,-0.9002060960214231,-0.1221025397194611
F,B,-2.8843523372421043,-2.570948946343232,FB,77,-2.8843523372421043,-2.2758570038601955,-2.2758570038601955
M,W,-0.6098756176572243,-0.5281717366294432,MW,78,-1.5960205324867787,-1.4875991917033589,-0.7094956354013968
M,B,0.004959565594659914,-0.00539439743526721,MB,79,-0.9811853492348944,-0.935909050435273,-0.1578054941333109
M,W,-0.08660760480695881,-0.28729959517643616,MW,80,-1.072752519636513,-1.0747220419304724,-0.2966184856285103
F,B,-1.1793670378410348,-1.5255150042568073,FB,81,-1.1793670378410348,-0.9305627119600675,-0.9305627119600675
F,B,-0.9780064648748796,-0.8083740066697012,FB,82,-0.9780064648748796,-0.7716820286367178,-0.7716820286367178
M,B,0.7273250656626977,0.4407490093747789,MB,83,-0.25881984916685663,-0.3659368728167992,0.41216668348516283
F,W,-1.8834539923066058,-1.4906270498674516,FW,84,-1.8834539923066058,-1.593550443862984,-1.593550443862984
F,B,0.27530070064872136,0.07332087680428181,FB,85,0.27530070064872136,0.21722208471177537,0.21722208471177537
M,W,-0.1826244597814957,-0.09020494080911044,MW,86,-1.1687693746110501,-1.1504827695853221,-0.37237921328336004
M,B,-0.583399085617245,-0.4645973834737314,MB,87,-1.5695440004467993,-1.400145038477797,-0.6220414821758349
F,W,-1.352331099579275,-1.2405994671616771,FW,88,-1.352331099579275,-1.1744755133433138,-1.1744755133433138
M,W,1.0648157387175672,0.699184653541732,MW,89,0.07867082388801283,-0.1662079027480159,0.6118956535539462
M,W,0.2576070822858629,0.18573787902603905,MW,90,-0.7285378325436915,-0.8031243607675732,-0.02502080446561117
M,B,-0.5429641022702963,-0.562650998074106,MB,91,-1.5291090170998507,-1.3682403925498612,-0.5901368362478991
M,W,-0.7966112420297333,-0.4377530276878321,MW,92,-1.7827561568592878,-1.6349402682809633,-0.8568367119790012
M,B,-0.6496252592886236,-0.6576643994082367,MB,93,-1.635770174118178,-1.452399854660546,-0.674296298358584
M,B,0.4584391695811306,0.4304607058202071,MB,94,-0.5277057452484237,-0.5780974476311702,0.20000610867079185
F,W,-2.4707838181215376,-2.1643461525877443,FW,95,-2.4707838181215376,-2.0569746519245333,-2.0569746519245333
M,W,0.2380198929124488,0.2516670080643405,MW,96,-0.7481250219171056,-0.8185793527066106,-0.04047579640464857
F,W,-2.926868587487621,-2.5494932848102816,FW,97,-2.926868587487621,-2.4168418232522355,-2.4168418232522355
M,W,0.032234562891431416,-0.004140423318227161,MW,98,-0.9539103519381229,-0.9809513273689776,-0.20284777106701565
M,W,-0.5735296946253562,-0.6571913639335367,MW,99,-1.5596746094549105,-1.45892096039791,-0.680817404095948
F,B,-0.7097885637025279,-0.8867585011032693,FB,100,-0.7097885637025279,-0.5600485256620286,-0.5600485256620286
M,W,0.5837730440870464,0.3579184286907597,MW,101,-0.4023718707425079,-0.5457677684395419,0.2323357878624202
M,B,0.7778484951140904,0.6108824493384849,MB,102,-0.20829641971546398,-0.3260720826206294,0.45203147368133256
M,W,-0.3377646608074544,-0.3419680371755733,MW,103,-1.3239095756370087,-1.272893928765273,-0.494790372463311
F,W,-1.3035876873296115,-1.2686857010897157,FW,104,-1.3035876873296115,-1.1360152202896188,-1.1360152202896188
M,B,0.7470223548235426,0.6024489652255303,MB,105,-0.23912256000601173,-0.35039500821345076,0.4277085480885112
M,B,-0.14452010069328566,-0.28853490237737345,MB,106,-1.13066501552284,-1.0538538455504858,-0.2757502892485239
M,B,-0.7116970595923224,-0.6665578348972611,MB,107,-1.697841974421877,-1.5013767218897618,-0.7232731655877996
