G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
M,B,-0.11922183990522885,-0.02783665603825476,MB,1,-1.1058117747168532,-1.035399713564016,-0.25717313708358674
M,B,-0.7333600293638101,-0.5984803776326986,MB,2,-1.7199499641754343,-1.519834678694181,-0.7416081022137517
F,W,-1.1730225364145468,-0.9495762785188294,FW,3,-1.1730225364145468,-1.0481419336864533,-1.0481419336864533
M,W,0.13411810950120245,0.4091289034096507,MW,4,-0.852471825310422,-0.9104983346376146,-0.13227175815718523
M,W,0.35059273231242083,0.2600356075478532,MW,5,-0.6359972024992036,-0.7397421788519456,0.03848439762848374
M,B,0.11693839427152042,-0.025199363727387056,MB,6,-0.869651540540104,-0.8491154590228632,-0.07088888254243383
M,W,0.6048862658246964,0.36322002910013423,MW,7,-0.381703668986928,-0.5391542962640745,0.23907228021635493
F,B,-1.1706461003713229,-0.9298912335588274,FB,8,-1.1706461003713229,-0.9234109074263847,-0.9234109074263847
F,W,-2.1948621901995216,-1.8544367965157509,FW,9,-2.1948621901995216,-1.854173646982682,-1.854173646982682
M,W,-0.6378755064302493,-0.4912811884832986,MW,10,-1.6244654412418735,-1.519450369918405,-0.7412237934379757
M,B,0.7053962977289034,0.7074553128032239,MB,11,-0.28119363708272094,-0.3849372189540244,0.3932893575264049
M,B,-0.6247738585179229,-0.5433619799000179,MB,12,-1.6113637933295473,-1.4341814189063151,-0.6559548424258858
F,W,2.3319617979217298,1.816638727176908,FW,13,2.3319617979217298,1.7166054683320644,1.7166054683320644
F,B,-1.692203626276806,-1.371080514061232,FB,14,-1.692203626276806,-1.3348178288851222,-1.3348178288851222
M,W,0.342260870933128,0.2272118570889388,MW,15,-0.6443290638784964,-0.7463143885696077,0.031912187910821704
M,W,-0.3168123786101607,-0.1610216097842196,MW,16,-1.3034023134217851,-1.2661943311313957,-0.48796775465096615
M,W,0.008186084782349405,0.0004965744111509637,MW,17,-0.978403850029275,-1.0098340819508225,-0.23160750547039316
M,W,-0.04003906703995658,-0.09683042170559733,MW,18,-1.026629001851581,-1.047874298537958,-0.2696477220575287
M,W,-0.3964346395762093,-0.2459133150516189,MW,19,-1.3830245743878335,-1.3290007285786494,-0.5507741520982201
M,B,-1.2645278190526417,-1.1205502445839566,MB,20,-2.251117753864266,-1.9388222194348466,-1.1605956429544173
M,W,-1.4364115627319924,-1.1009886745781183,MW,21,-2.4230014975436167,-2.1493392015032766,-1.3711126250228476
M,W,0.3928047727463233,0.1399804258577334,MW,22,-0.5937851620653011,-0.7064451315641058,0.07178144491632352
F,W,-2.9798617210404963,-2.5783614576220284,FW,23,-2.9798617210404963,-2.4733848064212376,-2.4733848064212376
F,W,-0.6098483364373486,-0.4028422698913932,FW,24,-0.6098483364373486,-0.6039075926032528,-0.6039075926032528
