G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,-0.870214238409405,-0.9924440006175336,FW,1,-0.870214238409405,-0.7750572387298016,-0.7750572387298016
M,B,0.4377300139744001,0.3486392497679613,MB,2,-0.5012931733247084,-0.5537614773051902,0.1447812231670126
M,W,1.0501045183330369,0.957169976541718,MW,3,0.11108133103392848,-0.17566701440635896,0.5228756860658439
F,B,-1.2269377915821231,-1.0634455755942285,FB,4,-1.2269377915821231,-0.9127234021859929,-0.9127234021859929
F,W,-2.3858494882959818,-2.057534284134652,FW,5,-2.3858494882959818,-1.9025437105301946,-1.9025437105301946
M,B,1.1595967721707994,0.8206294280428322,MB,6,0.220573584871691,-0.016762219489199315,0.6817804809830035
M,W,0.459371886113393,0.4590548384624187,MW,7,-0.47965130118571536,-0.6151151278812395,0.08342757259096328
F,B,-0.12879056551686574,-0.024776934544052026,FB,8,-0.12879056551686574,-0.09580776135066477,-0.09580776135066477
M,B,0.32438827971843753,0.19041505488762084,MB,9,-0.6146349075806709,-0.638076797942894,0.06046590252930886
F,B,-0.6765154651963798,-0.9473234514784664,FB,10,-0.6765154651963798,-0.5032622690912932,-0.5032622690912932
M,W,0.3305084581660255,0.2317762661592356,MW,11,-0.6085147291330829,-0.7109770918540057,-0.01243439138180294
F,W,-1.2295280699616564,-1.2179573630710243,FW,12,-1.2295280699616564,-1.0423520804380861,-1.0423520804380861
F,W,-0.8234327381385679,-0.7836576078203481,FW,13,-0.8234327381385679,-0.7402563137118314,-0.7402563137118314
F,B,-2.644881612776123,-2.3400942406715917,FB,14,-2.644881612776123,-1.9675368715143358,-1.9675368715143358
F,W,1.816558275866022,1.062062428348464,FW,15,1.816558275866022,1.2236424239214667,1.2236424239214667
M,B,-0.5334732859412952,-0.5438241919859548,MB,16,-1.4724964732404036,-1.2762430784059777,-0.5777003779337748
M,W,-1.9175327004195868,-1.3814596944844606,MW,17,-2.856555887718695,-2.383302933144277,-1.6847602326720739
F,B,-0.8666064438216795,-0.7767108491075468,FB,18,-0.8666064438216795,-0.6446716265388467,-0.6446716265388467
M,B,-0.4079488665363902,-0.4049550084000191,MB,19,-1.3469720538354986,-1.1828650148051079,-0.48432231433290496
F,W,-0.2337189900832135,-0.43671412883864624,FW,20,-0.2337189900832135,-0.30156615180323565,-0.30156615180323565
M,W,-0.4255161474372671,-0.5604983426227685,MW,21,-1.3645393347363755,-1.273386494267766,-0.5748437937955633
F,W,-0.4017913752581347,-0.5351945701877312,FW,22,-0.4017913752581347,-0.42659579899713,-0.42659579899713
M,B,0.1704701733569738,-0.06717153988223593,MB,23,-0.7685530139421346,-0.7525770266098317,-0.054034326137628874
M,B,-0.05567344310251463,-0.28151816009684383,MB,24,-0.994696630401623,-0.9208060700166613,-0.2222633695444584
F,W,0.6600984632282394,0.4712594601908376,FW,25,0.6600984632282394,0.36334784181307744,0.36334784181307744
F,B,-2.0453590390355743,-1.7842990301135635,FB,26,-2.0453590390355743,-1.5215498891701291,-1.5215498891701291
F,W,-0.3749066093366882,-0.19746758027834752,FW,27,-0.3749066093366882,-0.4065961256745284,-0.4065961256745284
M,W,1.8150540491918368,1.4907697591657396,MW,28,0.8760308618927284,0.3933816717586649,1.0919243722308676
F,B,-0.6887332647285012,-0.5987256926758158,FB,29,-0.6887332647285012,-0.5123511337694319,-0.5123511337694319
F,W,-0.5128571623574014,-0.5477751025074261,FW,30,-0.5128571623574014,-0.5092180344219508,-0.5092180344219508
M,W,-0.0015883502151723483,0.20622814427800634,MW,31,-0.9406115375142807,-0.9580250928858561,-0.2594823924136534
M,B,-1.1126668973713103,-0.980552541623374,MB,32,-2.051690084670419,-1.7071072731318695,-1.0085645726596666
M,B,-0.4541506865773909,-0.2901674053865781,MB,33,-1.3931738738764992,-1.2172347136311827,-0.51869201315898
F,W,-1.3451788783906444,-1.198984848629181,FW,34,-1.3451788783906444,-1.128385129594353,-1.128385129594353
M,B,-1.106294976862023,-0.8950642392572141,MB,35,-2.0453181641611313,-1.702367178723174,-1.003824478250971
M,W,-0.475701391753879,-0.4784732456906081,MW,36,-1.4147245790529874,-1.3107194766295922,-0.6121767761573893
F,W,1.033266133620157,0.7263588570989019,FW,37,1.033266133620157,0.6409486036795234,0.6409486036795234
