G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,B,0.3075565070511266,0.16965064850392236,FB,1,0.3075565070511266,0.24982599320472315,0.24982599320472315
F,B,-1.4908872533966648,-1.290351137434542,FB,2,-1.4908872533966648,-1.2110372575344905,-1.2110372575344905
F,W,-1.3498880206315964,-1.0695957493935375,FW,3,-1.3498880206315964,-1.2187460466274567,-1.2187460466274567
F,W,-2.075143046736498,-1.7623200030366712,FW,4,-2.075143046736498,-1.8078656167533287,-1.8078656167533287
M,B,-0.4087861716121398,-0.4495509792525135,MB,5,-1.4228014521576666,-1.3170112307868744,-0.4933337315982767
M,W,0.33742538005734124,0.2386647701088029,MW,6,-0.6765899004881857,-0.7924180386146276,0.03125946057397011
M,W,0.4553294190714403,0.3382572740732411,MW,7,-0.5586858614740866,-0.6966454148065115,0.12703208438208613
F,B,-1.7501767785236566,-1.6912821722678217,FB,8,-1.7501767785236566,-1.421656319909469,-1.421656319909469
M,W,-0.25255161340941223,-0.23547182642202275,MW,9,-1.266566893954939,-1.2716522117881006,-0.44797471259950317
F,W,-1.8625534467547933,-1.5616134225430658,FW,10,-1.8625534467547933,-1.6351805759793567,-1.6351805759793567
F,W,-2.1695949851994643,-1.8051635963558976,FW,11,-2.1695949851994643,-1.8845882637975007,-1.8845882637975007
M,B,-0.2974984878675006,-0.1918219214601344,MB,12,-1.3115137684130276,-1.2266130259511825,-0.40293552676258493
M,W,-0.3687006136996517,-0.2758700732335569,MW,13,-1.3827158942451785,-1.3659992299522168,-0.5423217307636192
M,W,0.2176269550342832,0.17843595782516702,MW,14,-0.7963883255112437,-0.8897294588889249,-0.06605195970032712
F,W,-2.033309250939865,-1.7902943655162022,FW,15,-2.033309250939865,-1.773884317886906,-1.773884317886906
M,B,-1.1980727130298954,-1.0354130412059188,MB,16,-2.2120879935754223,-1.9581431516277905,-1.134465652439193
M,W,0.9150263810326168,0.6940362748379848,MW,17,-0.09898889951291012,-0.3232367973258427,0.500440701862755
M,B,0.1514396474309824,0.028181432902372138,MB,18,-0.8625756331145445,-0.8619437278967097,-0.03826622870811201
