G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,-0.9887873348939528,-0.8803089126992963,FW,1,-0.9887873348939528,-0.9289701156008705,-0.9289701156008705
F,B,-1.1406727109788921,-0.9697795560546164,FB,2,-1.1406727109788921,-0.9421226732486787,-0.9421226732486787
M,W,-0.019621790526750237,0.01979566571603229,MW,3,-1.0535717803751012,-1.1046276345435286,-0.25065110028821036
M,W,0.4261456389190906,0.4204858048072908,MW,4,-0.6078043509292606,-0.736452260280123,0.11752427397519549
M,W,1.2696662225127546,1.00843888254865,MW,5,0.23571623266440356,-0.03975823095284983,0.8142183033024686
F,W,0.2578072052990925,0.3411001819912303,FW,6,0.2578072052990925,0.1006372111633552,0.1006372111633552
F,B,-1.5237427875319212,-1.205026040629752,FB,7,-1.5237427875319212,-1.2585140457169504,-1.2585140457169504
M,W,0.6864672403326589,0.3980138086526123,MW,8,-0.34748274951569214,-0.5214432742076347,0.3325332600476838
F,B,-3.148101943284576,-2.6739030036980647,FB,9,-3.148101943284576,-2.6001307736391603,-2.6001307736391603
M,B,-0.4460772968745744,-0.4645140379307444,MB,10,-1.4800272867229256,-1.3750470908521175,-0.521070556596799
M,W,-0.09484727637683506,-0.07000817084079809,MW,11,-1.1287972662251862,-1.1667590725479435,-0.3127825382926249
M,W,-0.39024278321649214,-0.37975047265882594,MW,12,-1.4241927730648432,-1.4107368602961907,-0.5567603260408723
M,B,0.7929992652946379,0.5511597805445317,MB,13,-0.24095072455371314,-0.35164913289724986,0.5023274013580686
M,W,0.3326119067160288,0.3115344184527151,MW,14,-0.7013380831323223,-0.8137051383177262,0.04027139593759227
M,B,0.6317070580149567,0.2244502631572769,MB,15,-0.4022429318333943,-0.4848661758175702,0.3691103584377483
F,B,-1.6520623534557486,-1.383380363388233,FB,16,-1.6520623534557486,-1.3644977966340033,-1.3644977966340033
F,W,0.3764238640145692,0.32246577320491426,FW,17,0.3764238640145692,0.19860698156747858,0.19860698156747858
M,B,-0.2514179470086452,-0.04859843407932552,MB,18,-1.2853679368569964,-1.2142709231544118,-0.3602943888990932
F,W,0.4741352354172226,0.16314808569662595,FW,19,0.4741352354172226,0.27931032227742025,0.27931032227742025
M,B,-0.3291291933198041,-0.47084716420284706,MB,20,-1.3630791831681552,-1.2784554402481239,-0.42447890599280524
M,W,0.002724485851250218,-0.07930373468102714,MW,21,-1.0312255039971008,-1.0861710400832925,-0.23219450582797418
F,W,-2.112958403782817,-1.6561681159333244,FW,22,-2.112958403782817,-1.8574634883418617,-1.8574634883418617
M,B,-0.5305445088047663,-0.5289994761418948,MB,23,-1.5644944986531173,-1.4448116032662377,-0.5908350690109192
M,W,0.15679916714849915,0.23675627423721496,MW,24,-0.8771508226998519,-0.9589152118105774,-0.10493867755525899
F,W,-1.4854576151033336,-1.3402825723298286,FW,25,-1.4854576151033336,-1.3391879875726416,-1.3391879875726416
F,B,-0.44300398919696105,-0.34290469021109304,FB,26,-0.44300398919696105,-0.3658929494367407,-0.3658929494367407
M,W,0.3537917173317389,0.3653709008661933,MW,27,-0.6801582725166122,-0.7962119699407518,0.05776456431456661
F,B,-0.6089138630090989,-0.6993006047958019,FB,28,-0.6089138630090989,-0.5029238894511676,-0.5029238894511676
