G,R,X,Y,GR,UID,X_count,Y_count,Y_count_resolve
F,W,-1.509895636439773,-1.4048225037559796,FW,1,-1.509895636439773,-1.2931206836720088,-1.2931206836720088
M,B,-0.012688187346123526,-0.003386889514320227,MB,2,-0.9686389833726674,-0.9011700350763898,-0.1678807578514181
M,W,0.833783728806908,0.6493737640605347,MW,3,-0.12216706721963588,-0.34998015821345385,0.3833091190115179
M,W,0.4711234283402152,0.5537082347284515,MW,4,-0.48482736768632867,-0.6281690678443508,0.10512020938062094
M,W,0.22172460640186306,0.2632123207934073,MW,5,-0.7342261896246808,-0.8194775354350359,-0.08618825821006418
M,W,-1.3776878874063216,-1.2525391938846837,MW,6,-2.3336386834328655,-2.0463524294610957,-1.3130631522361238
M,W,0.07206090478057912,0.21875923118903112,MW,7,-0.8838898912459647,-0.9342813391923559,-0.20099206196738412
F,W,-1.3064858818013168,-1.3296335603136409,FW,8,-1.3064858818013168,-1.1370894396170577,-1.1370894396170577
F,W,-0.9128768508210668,-0.7359294183475831,FW,9,-0.9128768508210668,-0.8351604250313377,-0.8351604250313377
M,W,-0.9441962992092948,-0.8240527390689681,MW,10,-1.9001470952358388,-1.713830363771769,-0.9805410865467968
M,W,0.13720407362937245,0.1921021142405249,MW,11,-0.8187467223971714,-0.8843114166818781,-0.15102213945690635
F,W,-0.19922972919672846,-0.419046822800072,FW,12,-0.19922972919672846,-0.2877370804567474,-0.2877370804567474
M,W,0.21979467060156851,0.2289636771256508,MW,13,-0.7361561254249753,-0.820957947642412,-0.08766867041744025
M,B,0.34765622258708584,0.24523338585742055,MB,14,-0.608294573439458,-0.6247575952203902,0.10853168200458158
F,W,-2.1051126479189,-1.7869602975495984,FW,15,-2.1051126479189,-1.7496988401563487,-1.7496988401563487
F,B,-1.1118840575695763,-0.7654525252869235,FB,16,-1.1118840575695763,-0.8529023254357164,-0.8529023254357164
M,B,-1.1034662159520603,-0.8300232340432252,MB,17,-2.059417011978604,-1.7378823800359493,-1.0045931028109776
M,W,-0.03744807329763533,0.08472756236528248,MW,18,-0.9933988693241792,-1.0182833189159957,-0.284994041691024
M,B,-0.3809495992476831,-0.2650814755468941,MB,19,-1.336900395274227,-1.1836554367158734,-0.45036615949090164
M,W,0.3534018503434867,0.21899634236129045,MW,20,-0.6025489456830572,-0.7184707561758152,0.014818521049156597
M,W,0.4562645758190346,0.4742834661357935,MW,21,-0.49968622020750925,-0.6395669737522052,0.09372230347276661
M,W,-0.4430832019651276,-0.327524189192438,MW,22,-1.3990339979916715,-1.3294372941561448,-0.5961480169311729
M,W,-0.42356755933603785,-0.2705222629746448,MW,23,-1.3795183553625816,-1.3144672648015492,-0.5811779875765777
F,W,0.11530496991088768,0.10971345043137504,FW,24,0.11530496991088768,-0.04646428364598608,-0.04646428364598608
M,W,-0.30168438190822205,-0.286531508353128,MW,25,-1.2576351779347659,-1.2209733031317436,-0.48768402590677185
M,B,0.6961127956944911,0.5937995896630555,MB,26,-0.25983800033205273,-0.3574640590883017,0.3758252181366701
M,W,-0.2620375299024422,-0.2981177445790261,MW,27,-1.217988325928986,-1.1905610564215516,-0.4572717791965798
M,W,0.4360097824793573,0.3891285120601801,MW,28,-0.5199410135471866,-0.6551039897054622,0.0781852875195096
F,W,-0.7832370547303509,-0.8995763983116019,FW,29,-0.7832370547303509,-0.7357165281591453,-0.7357165281591453
F,W,-0.4192916032943883,-0.3751368168237039,FW,30,-0.4192916032943883,-0.4565418068847015,-0.4565418068847015
F,W,-2.9788465930339267,-2.464900565766613,FW,31,-2.9788465930339267,-2.4199213408995046,-2.4199213408995046
M,W,-0.6519363379138996,-0.5416101883937562,MW,32,-1.6078871339404435,-1.4896440388365386,-0.7563547616115668
M,B,1.1368967590249228,0.8912136200295259,MB,33,0.18094596299837895,-0.019348169414461436,0.7139411078105105
M,B,-0.20023240050890592,-0.4667167830149963,MB,34,-1.1561831965354499,-1.045031163797124,-0.31174188657215207
M,B,0.8344573632302736,0.5748722291437306,MB,35,-0.12149343279627023,-0.2513429194250649,0.48194635779990685
