"","wm","bm","am","wf","bf","af"
"1",0.658453159173566,0.30038317829473,0.46145863085025,0.37072986763493,0.254341409331999,0.494473842259205
"2",0.556054019976066,0.189359386103523,0.304432577812972,0.335350591032591,0.140621485276358,0.44106392966892
"3",0.564030629250316,0.335256694937258,0.420669112032965,0.457244419383376,0.211697568566486,0.544358375154954
"4",0.627143703110099,0.320839824035198,0.395397572797613,0.489064543724657,0.156743173355684,0.521025925959148
"5",0.590997971545876,0.324728682487396,0.416403651315468,0.429695504676317,0.211721828972966,0.459271013027484
"6",0.647941219054814,0.362056983776379,0.505573238267207,0.506100609624115,0.250187824051374,0.598352809335046
"7",0.714907045520917,0.412170007187972,0.493673031880152,0.519868625854041,0.350502310396329,0.54974291816569
"8",0.670911485247402,0.361083749633256,0.389290571121555,0.440048410264638,0.26716463467753,0.592605487797696
"9",0.653690193776642,0.301742090253406,0.390483702232584,0.45324359268633,0.157844046235044,0.585365382023898
"10",0.637823006511638,0.282297487226509,0.309554006251253,0.380512300725716,0.177952464973491,0.529076783179004
"11",0.602944534139972,0.224234582261381,0.344656488687217,0.355234810565979,0.169195715216254,0.43572136701537
"12",0.604124700761651,0.328127804011491,0.381694089872748,0.424360207397214,0.196793073489666,0.524565877388858
"13",0.520692768744217,0.267341369690872,0.405988523813742,0.401945422250782,0.162227728346709,0.493705536825905
"14",0.635831425403956,0.339430406711858,0.435753001260692,0.434335108344325,0.166864822517935,0.49516723032519
"15",0.557960795635149,0.226898542584363,0.370627153071167,0.360350439906567,0.162022932618555,0.417704015387078
"16",0.597443200540159,0.299547640255326,0.399749396250698,0.438675964413664,0.247589279391154,0.457721293429995
"17",0.414475498209708,0.175897929427358,0.318223742752885,0.317165226762326,0.0707008982878517,0.336452702548086
"18",0.494179957580076,0.229019604362004,0.331275889506208,0.283936521950483,0.197447338879515,0.431990771703073
"19",0.524974560647238,0.290607702945878,0.391525057022394,0.364924778985033,0.253738830447051,0.474419918448179
"20",0.574250831094752,0.24256416028202,0.360304021600568,0.332917261010638,0.198212754624405,0.53534923396721
"21",0.609741347492436,0.300133807449504,0.386025083060341,0.382245518431263,0.18301523935733,0.562891474265627
"22",0.63419091790125,0.258315980191633,0.413149178133898,0.491323915073038,0.159867178967019,0.557256223203482
"23",0.571384594052053,0.26512670203598,0.387689589889859,0.309980425907608,0.11195920515789,0.459644845511423
"24",0.619447856293057,0.280117879897768,0.390564732255698,0.48125757769167,0.197674403777608,0.464810972884937
"25",0.53217041344261,0.221195814591454,0.277382748876329,0.234720627708973,0.104549789692657,0.36883926011603
"26",0.54636857951052,0.299861660502192,0.412027160584869,0.418348302644023,0.187625266771727,0.503960550057944
"27",0.617889004135702,0.213677813526272,0.387461758941839,0.354805314196772,0.244093119868496,0.522605789896152
"28",0.548839692780179,0.288904206152022,0.305608814337239,0.297817886537541,0.197431068571759,0.460067641855159
"29",0.659790109037154,0.296455311268019,0.470083514486324,0.437425075716097,0.253584266147083,0.522294609948623
"30",0.632830661516846,0.336785205399476,0.408075598285882,0.373862379177104,0.207226930052658,0.517907622847642
"31",0.512866727972745,0.225243126903656,0.328271364374422,0.328620331047282,0.101644867870215,0.41777064275939
"32",0.54405385116417,0.229401216736343,0.34712492538058,0.322019739705968,0.124117800586909,0.448626912091784
"33",0.593694636394827,0.25360307341542,0.311315731865539,0.317021651776368,0.137360880458036,0.495404548695269
"34",0.5252376582276,0.240551960749044,0.279295333187301,0.29075841208645,0.185432242815375,0.408321472004734
"35",0.624642741073869,0.349544353448618,0.44459314987631,0.345040837108874,0.205137644823329,0.638967792158857
"36",0.675419450491337,0.350099224889576,0.407480362653232,0.403112395719752,0.260766057877907,0.607355173662847
"37",0.630714621048107,0.258882437221179,0.310233866222407,0.421240265168727,0.142254730797969,0.558920960758416
"38",0.589291463468324,0.296720261120846,0.401600686652799,0.34474769079854,0.208967099808057,0.463259605799819
"39",0.532880536157706,0.279213721279808,0.410473027913049,0.38296777287684,0.135830250437256,0.454145198348958
"40",0.547837139618627,0.252408258789661,0.309636353379487,0.333531423058584,0.193421326679766,0.430752108560561
"41",0.561841043775813,0.324637881799648,0.397922137590186,0.410582236350575,0.159990865606014,0.466710371378464
"42",0.602033745498037,0.255344025340146,0.397855797417623,0.409104978315002,0.181031510060701,0.410943820953434
"43",0.58251631851874,0.296279819510164,0.441167025064611,0.415203146473304,0.15154184593532,0.509361070609269
"44",0.647694523360403,0.369177066963349,0.469550190339626,0.433256711439759,0.34742526271666,0.529067175149613
"45",0.566233360387278,0.253814368273396,0.331116541266644,0.387223953844723,0.150456034699986,0.443006324716537
"46",0.607441619766126,0.319933196373444,0.414401506460664,0.382003099823808,0.240199010997627,0.454302437552049
"47",0.605484692453237,0.268662860333729,0.422682967636022,0.431440797066685,0.18770211564618,0.577492974299259
"48",0.58910449983358,0.207489185642941,0.311454339788439,0.332450606932471,0.221576729173568,0.529561350464246
"49",0.557848060269265,0.191947459559727,0.227269995658778,0.280750146183868,0.0990481665697999,0.371196107704797
"50",0.568924696965745,0.27172534365459,0.377200643266494,0.380424552641868,0.167062991796118,0.412491780410274
"51",0.547831460713429,0.264705858425512,0.41726985093627,0.390820860943866,0.18554720075702,0.424738080886828
