original_a,original_x,original_y,cf_y_nonres_a0,cf_y_xres_a0,cf_y_nonres_a1,cf_y_xres_a1
0,0.6914134739655929,0.460942315977062,0.460942315977062,0.460942315977062,1.150873270938609,0.794275649310396
0,0.0,0.0,0.0,0.0,0.689930954961547,0.333333333333334
1,0.6981034214048828,0.7987356142699218,0.10880465930837477,0.4654022809365878,0.7987356142699218,0.7987356142699218
0,0.3559847049695918,0.2373231366463945,0.2373231366463945,0.2373231366463945,0.9272540916079415,0.5706564699797285
1,1.0,1.0,0.31006904503845306,0.6666666666666661,1.0,1.0
1,0.8009526218366015,0.8673017478910676,0.17737079292952065,0.5339684145577337,0.8673017478910676,0.8673017478910676
1,0.8823093457411749,0.9215395638274498,0.23160860886590276,0.5882062304941158,0.9215395638274498,0.9215395638274498
1,0.8920384147855335,0.9280256098570222,0.2380946548954751,0.5946922765236882,0.9280256098570222,0.9280256098570222
1,0.6940954104709296,0.7960636069806196,0.10613265201907264,0.46273027364728564,0.7960636069806196,0.7960636069806196
0,0.12468223412161687,0.08312148941441122,0.08312148941441122,0.08312148941441122,0.7730524443759582,0.4164548227477452
