a,x,y
1,0.4311838021311696,0.37350795546903914
1,0.6943544118260955,0.6693306030219185
1,0.266284182299277,0.22306964008802974
0,0.49211199590120697,0.5737494786241906
1,0.9677585000727726,0.989427580554095
1,1.0,1.0
1,0.2870313341449839,0.3283029903369782
1,0.6118715689750407,0.6099021693446042
0,0.0,0.0
0,0.49402752796475985,0.540276537301577
0,0.5280381993365756,0.6291548396822628
1,0.395819118324205,0.40974890869465636
1,0.3777808363420983,0.41942100457169706
1,0.42401073541826784,0.38387742779319123
0,0.615961849322602,0.7112001891169588
1,0.5169046929122335,0.5430966458895273
1,0.7059121579851564,0.8054505475740875
0,0.480063465735013,0.32955541170076386
1,0.7776089671237026,0.8538972426052372
1,0.5045807848156016,0.6089367433255476
0,0.16647872491400761,0.502460800548584
0,0.4629153131823865,0.4993435363707637
0,0.47474598707627774,0.5193957199271736
1,0.7157428689051641,0.822820513188319
0,0.70705453695996,0.7043413011661911
