"","wm","bm","am","wf","bf","af"
"1",0.659756935976391,0.284033145889929,0.462861002048652,0.377776302299025,0.256684914397872,0.498747014592058
"2",0.50081228810851,0.137318900759504,0.27193613828314,0.289808945624526,0.127666308282624,0.386741100830483
"3",0.590251821001703,0.374053174318119,0.449864238055161,0.474810049839092,0.280369848887009,0.559983122289322
"4",0.616456566180411,0.318383611732205,0.382820894475978,0.487560857109766,0.130867259242911,0.494389725498968
"5",0.573320973743713,0.296262833381172,0.401815996717128,0.424680478308292,0.208454169733078,0.428311522359118
"6",0.669915569154733,0.408697908262577,0.5486081883002,0.552486793132029,0.30175106187545,0.650049791063166
"7",0.703894617093965,0.43929184829347,0.513483694680579,0.549597093416741,0.396020158812907,0.556871054378532
"8",0.62541679157625,0.360378920192467,0.366920861954384,0.41149414534824,0.268443731863996,0.580838013361002
"9",0.65317766880484,0.307506435125505,0.392717711599536,0.475273094213749,0.177837477011431,0.593241489686876
"10",0.648136889701238,0.344245879322202,0.321233853140398,0.416098201420657,0.206961990819104,0.555782392023462
"11",0.602551675479982,0.256386326024258,0.350034667398065,0.378603919248787,0.207885836740669,0.441795355566863
"12",0.637345436827687,0.38277246878921,0.420459342869382,0.465112618370865,0.243277411549399,0.550483315903118
"13",0.509611749610015,0.231296342730639,0.392736595487896,0.369047295108202,0.12827689399133,0.48579753073081
"14",0.58888606730865,0.334667537758286,0.397083651669336,0.395170200601177,0.171555966016005,0.457916256777027
"15",0.55055309292365,0.239966072796082,0.366198640238501,0.368176628089309,0.190139419592828,0.422329365008993
"16",0.583309019286581,0.293580122344922,0.404022349444901,0.431310741230721,0.258429830311842,0.453612765220772
"17",0.437728180785677,0.199023549930162,0.352103809304685,0.353028337846212,0.10371047337717,0.357804868310108
"18",0.489419297846001,0.232409330250827,0.34422853557918,0.286590312950822,0.222923380146809,0.443680599026667
"19",0.541956430462202,0.327882163956809,0.414077238673651,0.4020335831,0.295598083646992,0.497289853462517
"20",0.616346094738259,0.290149333052943,0.405990048343706,0.358354565811366,0.263820209323303,0.582417986047702
"21",0.616403253745053,0.328816640247756,0.390983764447753,0.387707842381401,0.217357167167921,0.550164779872814
"22",0.675965492179397,0.331001447106435,0.481908127373578,0.532446217736585,0.240510523414616,0.589569581512762
"23",0.652993169644218,0.384088355090434,0.472622906845288,0.403675208175515,0.241575610973573,0.538708471857053
"24",0.637694920668458,0.308062424299851,0.423748937436703,0.497539945593164,0.236573390991015,0.48649546685805
"25",0.518281681553047,0.252851306573778,0.280605757112012,0.237821993184347,0.110525491764034,0.357668534635132
"26",0.56761151366943,0.346079860962662,0.438341549011998,0.446096125044651,0.224955474987061,0.538895932970053
"27",0.629295080227595,0.256349018131088,0.41024724391839,0.393883437843833,0.289032420949524,0.548250052019792
"28",0.52567357192246,0.306810836219785,0.298967442786011,0.326021483499765,0.232705745741163,0.436092575181236
"29",0.705820472731949,0.353930774614007,0.527219825810513,0.507286765869582,0.326421322807332,0.570678690908754
"30",0.600197138206405,0.323092914642815,0.390948797579944,0.353055789018932,0.203719220134725,0.491515572496423
"31",0.529071104566973,0.258013810829213,0.350400657611317,0.350343494523516,0.12639937405067,0.425896346346762
"32",0.54111240473506,0.241887461303412,0.330444837824368,0.323837325120329,0.140617635677206,0.454967897129984
"33",0.560379333595567,0.209920383870594,0.253270811809404,0.285449764548204,0.0869453143645797,0.459741858491999
"34",0.550018735700931,0.258508578580773,0.297894496418616,0.308820349632179,0.195585093370163,0.431015870983035
"35",0.634174811741632,0.370007962923037,0.456287641029614,0.364323100183375,0.194745808013653,0.659784788032879
"36",0.668740608575582,0.36004507805146,0.415079217232967,0.407065106058652,0.287993016609897,0.590116337602644
