a,x,y
1,0.7427548051583822,0.2662727212179626
1,0.5821017968811238,0.5327994059317283
0,0.39732748225905257,0.15769913574432343
1,0.8195586453927978,0.9571022798640123
1,0.49331627040610043,0.9911736672033309
0,0.860548117651626,0.1366654900640182
1,0.7018122638477242,0.6342662553707856
1,0.5239941427700927,0.21165791544421073
1,0.5851097241015712,0.47512692972838716
1,0.4132192461288478,0.26511124450748735
1,0.944751406163103,0.6158639239746982
1,0.6377527548693095,0.5052699013756111
1,0.40632961342623447,0.20329589482622692
0,0.38216992582237025,0.0
0,0.29969948766972104,0.29680810279077796
1,0.37729975115568803,0.8468324478679116
0,0.23225562827844753,0.33140473408191984
1,0.7781315221995793,0.6488590986236373
1,0.30135030451624517,0.27112705853818225
1,0.9257485522238682,0.8430642420931106
1,0.38687881379150324,0.5486192463555183
1,0.0,0.4347902775941986
1,0.5637618742310195,0.5483189753912592
1,1.0,1.0
1,0.5147207715368434,0.35440041549487095
