"","x","wm","bm","am","wf","bf","af"
"1",0.341091377492224,0.466993834962181,0.292775898531764,0.428846662710538,0.435552835207881,0.166474799647966,0.227353387215734
"2",0.562186377313086,0.342727209199054,0.227032534497196,0.35682313621299,0.303275600453999,0.200149515741908,0.152801239067433
"3",0.447430640121883,0.426034643707649,0.117455832921966,0.325635259166021,0.355134170638469,0.232197581383503,0.114847005470427
"4",0.322710801066956,0.419278394063111,0.368191285120596,0.390265998825204,0.394599615470184,0.220319552429728,0.16652813259527
"5",0.414887810866717,0.371303795659334,0.183537073743643,0.263620810392212,0.3209188254685,0.162753790901145,0.0979619949973212
"6",0.222503152803766,0.424916841769663,0.26584296775149,0.323125795453239,0.341646651593114,0.167770740025674,0.277244705367117
"7",0.653012998628719,0.200530938549994,0.114916304969607,0.266253258501174,0.282813165476916,0.165533256969227,0.0750283726890515
"8",0.551747277718957,0.282371211089051,0.184160703801673,0.226947352333308,0.18339148339274,0.0877513295389601,0.0966498055449966
"9",0.530174607719175,0.330371111377877,0.175512774766593,0.221183511208972,0.300144487380853,0.154379959313769,0.106297817946403
"10",0.5835631057541,0.268700764310366,0.265136184958111,0.29368399898501,0.325110254200021,0.0725720058677124,0.127255497445822
"11",0.392346802772453,0.472775864720758,0.358087031269883,0.324501880839172,0.435235887243082,0.226442399239176,0.276302235493079
"12",0.374407815352467,0.550133725994295,0.334006160476335,0.4382197917422,0.419068192274554,0.282004091301465,0.252687907195274
"13",0.239699435512607,0.622093702219597,0.30179300071125,0.461126403431174,0.400003204623709,0.281007948206082,0.349273572248026
"14",0.522596620994811,0.248192094523132,0.163495692354007,0.173179985030955,0.19538364113818,0.173845972667744,0.100202228572718
"15",0.580794076118332,0.282607775474077,0.185807037382325,0.243575053047452,0.264761974536168,0.0873213894983021,0.156152348728946
"16",0.577336613506708,0.32333327101575,0.156124945693453,0.307881399284272,0.216115575932278,0.014547628457465,0.115921452718523
"17",0.342129457630878,0.422129316481862,0.257130697127011,0.39130553243798,0.397112300677182,0.145093576955718,0.206749282610998
"18",0.446891640100192,0.429377868219068,0.300577812085627,0.451178250388693,0.428007826745019,0.324397325154815,0.246358948661618
"19",0.500667434884789,0.255823156523843,0.162284348804025,0.173028236794741,0.240325861928661,0.111755342129232,0.0242492415079558
"20",0.26223939514951,0.386981421930068,0.295283242399038,0.307895099978958,0.248499528707552,0.183640012409302,0.257174243692417
"21",0.365401820507922,0.439798539335243,0.323823975050965,0.333685276973724,0.341663090301274,0.187977439155128,0.221813883466739
"22",0.297565950359991,0.575597737992426,0.386021052672394,0.54723725884063,0.448596038970567,0.293480976087056,0.371326900224761
"23",0.536915047286525,0.228356820226037,0.169530328307563,0.166753231561898,0.177963411725453,0.237361724776662,0.0615145646608901
"24",0.487537129541316,0.356684216471208,0.173069967876924,0.280183514192083,0.219812041593857,0.0691189100399667,0.201248763864514
"25",0.429038739178027,0.374117412983152,0.297891218506324,0.346062736731119,0.332423782207263,0.156251366220966,0.253866726645584
"26",0.469931660998002,0.415169017357368,0.257197206889186,0.331890903857219,0.360189345081941,0.144516715005103,0.178968770304242
"27",0.449958440580092,0.250517929358415,0.101948756609357,0.187785741742343,0.231813659540483,-0.00563444403205004,0.0442623129381506
"28",0.423149293193496,0.418725386859056,0.304671974031666,0.391284240991081,0.386346586141141,0.308738005104084,0.174073421798083
"29",0.365099153734977,0.428963677661915,0.288394228937185,0.316724468779864,0.371704088742491,0.144743129290038,0.194343214572498
"30",0.672325404134978,0.335287538737759,0.249954535713109,0.323661357754266,0.324367501972032,0.238002980428364,0.220652799094945
"31",0.372235579473651,0.369770218211932,0.195632575165479,0.293291498833744,0.305281650939273,0.134385394655005,0.200204756315745
"32",0.517351846351387,0.324871284015322,0.211674759779742,0.22733222253287,0.251048915033327,0.172218824654582,0.130157727790105
"33",0.352567689114469,0.371788447771539,0.209959621974031,0.268530084169647,0.329259820113318,0.104039768736797,0.195228173243919
"34",0.319517772697673,0.482091568361705,0.267641975045535,0.505555753332966,0.412287080166425,0.13644249759007,0.288639184729152
"35",0.249326451571524,0.531542580614507,0.313617257944389,0.452562446629897,0.44269420782049,0.178757878257626,0.301516338502805
"36",0.524970896222513,0.264266226210096,0.142203046507512,0.283847653900789,0.283369511341912,0.153982210432193,0.0436688553827331
"37",0.453999359125451,0.290054507530382,0.254141326856246,0.287954657662342,0.210400099902421,0.0954332816812792,0.184434336017437
"38",0.566002133496317,0.351929531445896,0.233179956422198,0.330353074674411,0.314691134643685,0.160384903798196,0.200906048685266
"39",0.231219992447498,0.58123527954852,0.48650292568372,0.554129217172796,0.512380712538374,0.377915451665758,0.451138122582143
"40",0.339234509292328,0.388958320277386,0.0813765868812557,0.271015419940539,0.234747844498803,0.09243667302989,0.136581018263386
"41",0.339923431212298,0.478174770450429,0.299350810054497,0.368321741459852,0.410053030898546,0.208565648856362,0.328404120885628
"42",0.528654625855753,0.399449323691584,0.384311649380258,0.430136285863098,0.433287637161145,0.255110026995916,0.350572164364217
"43",0.427084473756541,0.413531905639334,0.32218100730076,0.390532200504181,0.408415446630689,0.203847841620989,0.29566812696395
"44",0.264928395791125,0.420337296779582,0.254149073385085,0.331302547317356,0.338553901383741,0.147571467568582,0.251196499595296
"45",0.424849707157301,0.420781370654493,0.13943953667914,0.36611077049339,0.295240512726089,0.139828744846903,0.109704426424448
"46",0.423601695441877,0.404113901729367,0.358509981227099,0.338720830732422,0.32957181727317,0.153675585236754,0.244077749934146
