"","x","wm","bm","am","wf","bf","af"
"1",0.299053303278153,0.514568341492836,0.291120769565917,0.450094167996512,0.452909980958592,0.152706982229669,0.240072924707872
"2",0.511199014488035,0.380837950075781,0.215821346968008,0.368099478341195,0.313877494440584,0.172602954577845,0.150693468591118
"3",0.424044591899875,0.461200346762322,0.110943662976827,0.332356642585529,0.362464030410084,0.185151004781518,0.103477150810466
"4",0.297836594443165,0.463496922703214,0.368825143808738,0.410508126378761,0.415470785891647,0.204484162902886,0.179037138236257
"5",0.380891707908352,0.41158402216022,0.175413749346323,0.281663696622642,0.335790950652931,0.13290654572924,0.0989914102447043
"6",0.196241175492715,0.46714613579786,0.255189717677543,0.341163026468949,0.359696115452122,0.134151312886035,0.274925859893535
"7",0.623687555201821,0.256799475633298,0.144510429533422,0.305080253352588,0.319896915488256,0.16760012677675,0.102236064434261
"8",0.488034481642441,0.342170961400388,0.20460144790638,0.261210892653334,0.224762891405654,0.0881113780476552,0.124800436460592
"9",0.456985844842929,0.38621714395577,0.169669607796149,0.243617795046853,0.326058229117319,0.120769422292133,0.121073802114012
"10",0.530941816673208,0.325805025554489,0.285696582170994,0.32399809738545,0.361798783678874,0.0801950115208112,0.150190620926055
"11",0.346496243226319,0.527009016541741,0.369667466093215,0.361470653966886,0.467235061781149,0.225121502930511,0.294859434966024
"12",0.309900131172488,0.616102110261756,0.359748792456001,0.482563537953201,0.465117030025307,0.284153282924642,0.291505988051415
"13",0.197048459224203,0.667465173519223,0.302988456618477,0.486752498756949,0.429168940051367,0.247705180611619,0.358569747904328
"14",0.488529523997753,0.287278743885319,0.168983156195675,0.197370480548001,0.216230713743294,0.158609792925451,0.106599708630425
"15",0.524610821861612,0.353109731242762,0.220201382734045,0.295430642550947,0.316301064989234,0.1108675204014,0.195705977174797
"16",0.552743278481721,0.355644847207152,0.150625976991134,0.320214266056976,0.230519396104963,-0.00479424998214662,0.10986278543723
"17",0.313305082452395,0.478958920768037,0.268023836064162,0.423343858481082,0.428339138688552,0.13793761562192,0.225809820687564
"18",0.460155858101548,0.462818063890389,0.292659999732293,0.466453211157037,0.442908112687637,0.291663672916685,0.241441584773065
"19",0.490831999171006,0.288996809592775,0.162491597384049,0.193119872340844,0.257170640978757,0.0909413367539662,0.0309998470613534
"20",0.245604475022902,0.41381120548883,0.257561876404685,0.30100261002589,0.242625877183339,0.12186320727489,0.225878555652274
"21",0.319725952596882,0.498519997559677,0.339859904677505,0.371940051894696,0.382029133002491,0.189805797729112,0.248424229245615
