original_a,original_x,original_y,cf_y_nonres_a1,cf_y_xres_a1,cf_y_nonres_a0,cf_y_xres_a0
1,0.9710784781224404,0.6107942396838499,0.6107942396838499,0.6107942396838499,0.12820969644236008,0.1687495652632779
1,0.6136621410734648,0.6406308963634766,0.6406308963634766,0.6406308963634766,0.1580463531219869,0.19858622194290465
1,0.2885170058340757,0.41594448592975214,0.41594448592975214,0.41594448592975214,-0.0666400573117377,-0.02610018849081988
1,0.8142645433750729,0.4051328000797284,0.4051328000797284,0.4051328000797284,-0.07745174316176145,-0.03691187434084364
1,0.9302394535310304,1.0,1.0,1.0,0.5174154567585102,0.5579553255794281
0,0.5040907602980373,0.0,0.4825845432414898,0.44204467442057205,0.0,0.0
0,0.6886327401517122,0.2659399971632953,0.7485245404047851,0.7079846715838674,0.2659399971632953,0.2659399971632953
1,0.0,0.2293875213194067,0.2293875213194067,0.2293875213194067,-0.25319702192208304,-0.21265715310116529
1,1.0,0.6757010302591357,0.6757010302591357,0.6757010302591357,0.193116487017646,0.2336563558385638
1,0.7705660347984888,0.9468453609497476,0.9468453609497476,0.9468453609497476,0.4642608177082578,0.5048006865291756
