a,x,y
0,0.11962444806370484,0.5601740874872531
1,0.7970811327283049,0.4655940890983907
1,0.744367752491441,0.7657491710931896
1,0.49606806976166096,0.6436666593291364
1,0.5171653075998861,1.0
1,0.5838288601696452,0.28500257636285975
0,0.33841043263686527,0.0
0,0.7716930607678459,0.3502508519652033
0,0.0,0.3392830343907363
0,0.6646528417650113,0.657544458075015
1,0.8477296863691492,0.6274895753531753
0,0.44791042537394504,0.354493169955509
1,0.23270954446820583,0.44753398259384775
1,0.7274882969713673,0.2549402796653758
0,0.6119387034411526,0.49669779679413073
1,0.9032445717995585,0.613558529554666
0,0.1106776139634223,0.3788703831975485
1,0.8453526717933282,0.5579162269153334
1,0.7991994298092309,0.5328142539787589
1,1.0,0.47439032065254527
1,0.6385067296776938,0.8918745558471762
0,0.7218828951773674,0.5957141929682331
1,0.7614343965228433,0.7639596522816177
1,0.5546625825894561,0.46854427889872785
1,0.7331804764236775,0.7885319352548512
